frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,28.1,28.81,29.05,28.81,28.81,28.34,28.57,28.1,28.34,28.57,29.3,28.34,28.81,29.8,28.34,28.34,28.34,29.05
1,28.34,28.81,29.05,29.05,28.81,28.1,29.05,28.34,28.34,28.57,29.3,28.34,29.05,29.8,28.34,28.34,28.34,29.05
2,28.34,28.81,29.05,28.81,29.05,28.1,28.81,28.34,28.34,28.81,29.05,28.34,28.81,29.8,28.1,28.34,28.34,29.05
3,28.34,28.81,28.81,29.05,28.81,28.34,28.81,28.34,28.34,28.81,29.3,28.34,29.05,29.8,28.34,28.34,28.34,28.32
4,28.34,28.81,28.81,28.81,28.81,28.34,28.81,28.34,28.34,28.57,29.05,28.1,29.05,29.8,28.34,28.34,28.0,28.81
5,28.34,28.81,28.81,28.81,28.81,28.34,28.57,28.34,28.34,28.81,29.3,28.1,28.81,29.8,28.34,28.34,28.34,28.32
6,28.34,28.81,29.05,29.05,28.81,28.34,28.34,28.1,28.34,28.57,29.3,28.34,29.05,29.8,28.34,28.34,28.0,28.32
7,28.34,28.81,29.05,28.81,28.81,28.1,28.1,27.65,28.34,28.81,29.05,28.34,29.05,29.8,28.34,28.34,28.0,29.05
8,28.34,28.81,29.05,28.81,28.81,28.1,28.34,28.1,28.34,28.57,29.3,28.34,28.81,29.8,28.34,28.34,28.0,28.32
9,28.34,28.81,29.05,28.81,28.81,28.1,28.1,28.34,28.34,28.57,29.3,28.34,29.05,29.8,28.34,28.34,28.0,28.32
10,28.34,29.05,29.05,28.81,28.81,28.57,27.22,28.1,28.34,28.81,29.3,28.34,29.05,29.8,28.34,28.57,28.0,28.81
11,28.34,29.05,25.23,28.81,28.34,27.43,28.1,28.34,28.34,28.81,29.3,28.34,29.05,29.8,28.34,28.34,28.0,29.05
12,28.34,25.99,25.6,28.78,25.6,26.8,27.88,25.05,28.34,28.57,29.3,28.34,28.81,29.8,28.34,28.34,28.0,29.3
13,28.1,26.39,29.05,25.42,28.81,27.22,26.19,25.6,28.34,28.57,29.05,28.34,29.05,29.8,28.34,28.34,28.34,28.81
14,26.59,29.05,29.05,29.05,28.81,27.22,26.8,25.6,28.34,28.81,29.05,28.34,29.05,30.06,26.39,26.59,26.19,27.01
15,27.22,28.57,29.05,28.81,28.81,28.57,27.01,26.19,28.34,28.57,29.3,28.1,29.05,29.8,26.8,27.22,28.0,26.8
16,28.34,28.57,28.81,28.81,28.81,27.88,26.8,26.59,28.34,28.81,29.3,28.34,28.81,29.8,28.1,27.01,28.0,27.22
17,28.34,28.57,28.81,28.81,28.81,28.1,27.22,27.96,28.34,29.05,29.3,28.34,29.05,29.8,28.34,28.34,28.0,27.88
18,28.34,28.57,28.81,28.57,28.81,28.34,28.09,27.96,28.34,28.81,29.05,28.1,29.05,29.8,28.34,28.34,28.0,28.32
19,28.34,28.81,28.81,28.81,28.57,28.34,28.1,27.96,28.34,29.05,29.3,28.34,28.81,29.8,28.34,28.1,28.0,28.57
20,28.34,28.34,28.81,28.81,28.57,28.34,28.09,27.96,28.1,29.05,29.3,28.34,28.81,29.55,28.1,28.1,28.0,28.57
21,28.34,28.34,28.81,28.81,28.57,27.88,28.09,27.96,28.34,29.05,29.05,28.34,28.81,29.55,28.1,28.1,28.0,28.34
22,28.34,28.34,28.57,29.05,28.57,28.34,28.09,27.96,28.34,29.05,29.3,28.1,28.81,29.8,28.1,28.1,28.0,28.57
23,28.1,28.34,28.57,28.81,28.57,28.1,28.09,27.96,28.1,28.57,29.3,28.34,28.57,29.8,28.1,28.1,28.0,28.81
24,28.34,28.34,28.57,29.05,28.57,28.1,28.34,28.34,28.34,28.81,29.3,28.1,28.81,29.8,28.1,28.1,28.0,28.34
25,28.34,28.34,28.57,28.81,28.57,28.57,28.34,28.1,28.1,28.81,29.3,28.1,28.57,29.8,28.1,28.57,28.34,28.57
26,28.34,28.34,28.57,29.05,28.57,28.57,28.1,28.81,28.34,28.81,29.3,28.34,28.81,29.8,28.1,28.34,28.0,28.34
27,28.34,28.57,28.57,28.81,28.81,28.57,28.34,29.05,28.1,28.81,29.05,28.34,28.81,29.55,28.1,28.34,28.0,28.32
28,28.34,28.81,28.81,29.05,28.81,28.34,28.34,27.96,28.1,28.81,29.3,28.34,28.81,29.8,28.1,28.34,28.0,29.05
29,28.34,28.57,28.81,29.05,29.05,28.34,28.81,27.96,28.1,28.81,29.3,28.1,29.05,29.8,28.1,28.34,28.0,28.57
30,28.34,28.81,28.81,29.05,28.81,28.34,29.05,27.96,27.43,28.57,29.3,28.1,29.05,30.06,28.1,28.34,28.0,28.34
31,28.1,28.57,28.81,29.05,28.34,28.81,28.1,27.96,27.43,28.57,29.3,28.34,29.05,29.8,28.1,28.1,28.1,28.34
32,28.1,28.57,28.81,26.59,28.81,28.34,28.34,27.96,28.1,28.57,29.3,28.34,29.05,29.8,28.1,28.34,28.0,28.34
33,28.34,28.81,28.81,28.81,28.81,28.1,28.57,27.96,28.1,28.57,29.3,28.34,28.81,29.8,28.1,28.34,28.0,29.05
34,28.34,27.88,26.59,28.81,28.81,28.1,28.57,27.96,28.1,28.57,29.3,28.34,29.05,29.8,28.34,28.1,28.0,29.3
35,28.34,27.01,28.81,28.81,28.81,28.1,28.09,27.96,28.34,28.81,29.3,28.1,29.05,29.8,28.34,28.1,28.0,29.05
36,28.1,27.88,28.81,28.81,28.81,28.1,28.09,27.96,28.1,28.81,29.05,28.1,28.81,29.8,28.34,28.34,28.0,28.34
37,26.59,28.34,28.81,28.81,28.57,28.1,28.09,27.96,28.34,28.57,29.3,28.1,28.81,29.8,26.59,28.1,26.59,28.34
38,26.8,28.57,28.81,28.81,28.57,28.1,28.09,27.96,28.34,29.05,29.3,28.1,29.05,29.8,26.8,26.59,28.0,27.01
39,27.88,28.34,28.81,28.81,28.81,28.1,28.09,27.96,28.34,28.57,29.3,28.34,29.05,29.8,27.88,26.59,28.0,27.01
40,28.34,28.34,28.81,28.81,28.57,28.1,28.09,27.96,28.34,28.81,29.3,28.34,28.81,29.8,28.1,27.01,28.1,27.22
41,28.34,28.57,28.81,28.81,28.81,28.1,27.22,27.96,28.34,28.81,29.3,28.34,29.05,29.55,28.1,27.65,28.34,27.43
42,28.34,28.34,28.81,28.81,28.57,28.1,27.43,26.8,28.1,28.57,29.05,28.34,28.81,29.8,28.1,28.1,28.0,27.43
43,28.34,28.34,28.81,28.81,28.81,28.1,27.22,26.8,28.1,28.81,29.3,28.1,28.81,29.8,28.1,28.34,28.0,27.43
44,28.34,28.34,28.81,29.05,28.81,28.1,28.1,27.22,28.1,28.81,29.05,28.34,29.05,29.8,28.1,28.34,28.0,27.43
45,28.34,28.34,28.81,29.05,29.05,28.34,29.05,27.43,28.1,28.57,29.3,28.34,29.05,29.8,28.1,28.34,28.0,28.32
