frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,31.43,31.72,31.72,32.31,32.31,32.01,32.31,32.31,31.43,32.31,33.57,31.43,32.62,33.57,31.15,31.15,29.26,31.43
1,31.43,31.72,32.01,32.31,32.31,32.01,32.31,32.31,31.43,32.62,33.57,31.43,32.62,32.93,31.15,31.15,29.26,31.43
2,31.43,31.72,32.01,32.31,32.31,32.01,32.62,32.01,31.43,32.62,33.57,31.43,32.62,32.93,31.43,31.15,29.26,31.43
3,31.43,31.72,32.01,32.31,32.31,32.01,32.31,32.01,31.43,32.62,33.57,31.43,32.62,32.93,31.15,31.15,29.26,32.31
4,31.43,31.72,32.01,32.31,32.31,32.01,32.62,32.31,31.43,32.31,33.24,31.43,32.62,32.93,31.43,31.15,29.26,32.01
5,31.43,31.72,31.72,32.31,32.31,32.01,32.62,32.31,31.43,32.31,32.93,31.43,32.62,32.93,31.72,31.15,29.26,32.01
6,31.43,32.01,32.01,32.31,32.31,32.31,32.62,32.31,31.43,32.31,33.57,31.43,32.93,32.93,31.43,31.15,31.43,31.72
7,31.72,31.72,32.01,32.31,32.31,32.31,32.62,32.31,31.43,32.31,33.24,31.43,32.31,32.93,31.43,31.15,31.72,31.43
8,31.72,32.01,32.01,32.01,32.31,32.01,32.62,32.31,31.43,32.01,32.93,31.72,32.31,33.24,31.43,31.15,29.26,31.43
9,31.43,32.01,32.01,32.31,30.32,32.01,32.31,32.01,31.43,31.43,32.62,31.72,32.31,32.93,31.43,31.15,29.26,31.43
10,31.43,32.01,32.01,32.31,32.01,32.01,32.31,32.62,31.72,31.43,32.31,31.43,32.31,33.24,31.43,31.15,29.26,31.43
11,31.43,32.01,32.01,32.01,32.31,32.01,32.93,32.93,31.72,31.43,32.31,31.43,32.31,33.24,31.43,31.43,29.26,29.8
12,31.43,32.01,32.01,32.31,32.31,32.01,32.93,32.93,31.72,31.15,32.62,31.43,32.31,33.24,31.15,31.43,31.43,29.8
13,31.43,32.01,32.01,32.31,32.01,32.01,33.24,32.93,31.72,31.15,32.31,31.15,32.31,33.24,31.15,31.43,31.72,32.01
14,31.43,32.01,32.01,32.31,32.01,32.01,32.93,32.31,31.43,30.87,32.01,31.43,32.31,33.24,31.15,31.15,31.43,31.15
15,31.43,32.01,32.01,32.31,30.32,32.01,32.62,32.62,31.43,30.59,31.72,31.15,32.62,33.57,31.15,31.43,29.26,31.15
16,31.43,32.01,32.01,32.31,30.32,32.01,32.31,32.62,31.43,30.59,30.87,31.15,32.31,32.93,31.15,31.43,29.26,31.43
17,31.43,31.72,32.01,31.72,32.31,32.01,32.62,32.62,31.43,30.33,30.33,31.15,32.01,32.93,31.15,31.15,29.26,31.43
18,31.15,31.72,31.72,32.31,32.31,32.01,32.31,32.62,31.43,30.33,30.06,31.15,32.31,32.93,31.15,31.15,29.26,31.15
19,31.15,31.72,31.72,32.01,32.31,32.01,32.31,32.62,31.15,30.33,29.55,31.15,32.31,32.93,30.87,31.15,29.26,31.15
20,31.15,31.43,31.43,31.72,31.72,32.01,32.31,32.62,31.15,30.33,29.3,31.15,32.31,32.93,30.87,31.15,29.26,31.15
21,31.15,31.43,31.15,31.43,31.43,31.43,32.31,32.93,30.87,29.55,28.81,31.15,32.31,32.93,30.59,31.15,29.26,30.87
22,30.87,31.15,30.87,31.15,31.15,31.43,32.31,32.93,30.59,29.55,28.81,31.15,31.72,32.93,30.33,30.59,29.26,30.87
23,30.59,31.15,30.87,31.15,30.59,31.43,32.62,33.24,30.33,29.3,28.57,30.87,32.01,32.93,30.33,30.33,29.26,30.59
24,30.33,30.87,30.33,30.33,30.32,31.15,30.87,32.62,30.33,29.3,28.57,30.87,31.43,32.93,30.06,30.33,31.43,30.33
25,30.33,30.87,30.33,30.33,30.32,31.15,30.87,32.62,30.33,29.3,28.57,30.59,31.43,32.93,30.33,30.06,31.15,30.06
26,30.33,30.33,30.06,29.8,30.32,30.87,30.87,30.89,30.33,29.05,28.34,30.33,31.43,32.93,30.06,30.06,30.33,29.8
27,30.33,30.06,29.8,29.71,30.32,31.15,31.15,30.89,30.06,29.05,28.34,30.06,31.15,32.93,30.06,30.87,30.06,29.8
28,30.33,29.55,29.3,29.05,30.32,31.72,31.72,31.15,30.06,28.57,28.34,30.06,31.43,32.93,30.06,30.33,30.06,31.15
29,30.06,29.3,29.3,29.05,30.32,32.93,32.93,31.15,29.55,28.57,28.34,30.06,31.43,32.93,30.06,30.06,29.8,30.87
30,29.55,29.3,29.3,29.05,30.32,35.65,30.43,30.89,29.3,28.34,28.34,30.33,31.43,32.93,29.3,30.06,29.05,31.15
