frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.22,27.65,27.65,28.1,27.88,28.1,28.57,28.1,27.22,27.88,28.81,27.43,28.1,29.05,27.43,27.22,27.24,27.39
1,27.22,27.65,27.65,28.1,27.88,28.1,28.81,28.1,27.22,28.1,28.81,27.43,28.34,28.81,27.43,27.22,27.24,28.1
2,27.22,27.65,27.65,28.1,27.88,28.1,28.81,28.1,27.22,28.1,28.57,27.43,28.34,28.81,27.43,27.22,27.24,27.39
3,27.22,27.65,27.88,27.88,27.88,28.1,28.81,28.1,27.22,27.88,28.81,27.22,28.34,28.81,27.43,27.22,27.24,27.65
4,27.22,27.43,27.43,28.1,27.88,28.1,28.81,28.1,27.22,28.1,28.81,27.43,28.34,28.81,27.22,27.22,27.24,27.65
5,27.22,27.43,27.65,28.1,27.88,27.88,28.81,28.1,27.22,28.1,28.81,27.43,28.34,28.81,27.22,27.22,27.24,28.1
6,27.22,27.65,27.65,28.1,27.88,27.88,28.57,28.1,27.22,28.1,28.57,27.43,28.34,28.81,27.22,27.22,27.24,28.1
7,27.22,27.65,27.65,28.1,27.88,27.88,28.81,28.1,27.22,27.88,28.81,27.22,28.34,28.81,27.22,27.22,27.24,28.1
8,27.22,27.65,27.88,28.1,27.88,27.88,28.81,28.34,27.22,27.88,28.81,27.22,28.1,29.05,27.43,27.22,27.24,27.39
9,27.22,27.65,27.88,28.1,27.88,28.1,28.57,27.88,27.22,27.88,28.57,27.22,28.34,28.81,27.43,27.22,27.24,28.34
10,27.22,27.65,27.65,27.88,27.88,27.88,27.88,27.65,27.22,27.88,28.81,27.22,28.34,28.81,27.43,27.22,27.24,27.39
11,27.22,27.65,28.1,28.1,27.88,28.1,27.43,27.72,27.22,27.88,28.57,27.43,28.34,28.81,27.43,27.43,27.24,27.39
12,27.22,27.65,27.88,28.1,27.88,27.88,27.22,27.72,27.22,27.88,28.81,27.22,28.34,28.81,27.65,27.43,27.24,27.43
