frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,32.31,32.31,32.01,32.31,32.31,32.31,33.24,32.93,31.72,32.93,33.57,32.01,32.93,33.24,32.01,32.01,28.32,32.31
1,32.01,32.31,32.31,32.31,32.01,32.31,33.24,32.62,32.01,32.93,33.57,32.01,32.62,33.24,31.72,31.72,28.32,32.31
2,32.01,32.01,32.01,32.31,32.01,32.31,32.93,32.93,32.01,32.93,33.57,32.01,32.62,33.57,31.72,31.72,28.32,32.31
3,32.01,32.01,32.01,32.62,32.01,32.31,33.24,32.62,31.72,32.93,33.57,32.01,32.62,33.24,32.01,32.01,28.32,32.31
4,32.01,32.31,32.31,32.62,32.01,32.31,33.24,32.62,32.01,32.93,33.57,32.01,32.62,33.57,31.72,32.01,28.32,32.31
5,32.01,32.31,32.01,32.62,32.01,32.31,32.93,32.62,31.72,32.62,33.57,32.01,32.62,31.23,32.01,32.01,28.32,32.31
6,32.01,32.01,32.01,32.31,32.01,32.01,32.93,32.62,32.01,32.62,33.57,32.01,32.62,32.93,32.01,32.01,28.32,32.01
7,32.01,32.01,32.01,32.31,32.01,32.01,32.93,32.62,31.72,32.62,33.57,31.72,32.62,32.93,31.43,32.01,32.31,32.01
8,31.72,32.01,32.01,32.01,32.01,32.01,33.24,32.31,31.72,32.62,33.24,31.72,32.62,31.23,31.72,31.72,32.31,32.31
9,31.72,32.01,32.01,32.31,32.01,32.01,33.24,32.62,31.72,32.62,33.57,31.72,32.93,32.93,31.72,31.72,28.32,32.31
10,31.43,32.01,31.72,32.31,32.01,32.01,32.93,32.31,31.72,32.31,33.24,31.43,32.62,32.62,31.43,31.43,28.32,31.72
11,31.43,32.01,31.72,32.01,31.72,32.01,32.93,32.93,31.43,32.01,32.93,31.43,32.62,32.62,31.43,31.43,28.32,31.72
12,31.43,32.01,31.43,32.01,31.72,32.01,32.62,32.62,31.43,31.43,32.93,31.43,32.31,33.24,31.43,31.43,28.32,31.72
13,31.43,32.01,31.72,31.72,31.43,31.72,32.31,32.62,31.43,31.15,32.62,31.43,32.31,32.93,31.43,31.43,28.32,31.72
14,31.15,31.43,31.43,31.72,31.43,32.01,32.31,32.31,31.43,30.87,31.72,31.43,32.31,33.24,31.15,31.15,28.32,31.43
15,30.87,31.43,31.43,31.43,31.43,31.72,32.31,32.31,31.43,30.87,29.21,31.15,32.31,33.24,31.15,31.15,28.32,31.15
16,30.59,31.15,31.15,31.43,31.43,31.15,32.31,32.01,31.15,30.33,30.06,31.15,32.31,32.93,30.87,30.87,28.32,30.87
17,30.33,31.15,30.87,31.43,31.15,31.15,32.01,32.01,30.87,30.06,29.05,31.15,32.31,32.93,30.87,30.59,28.32,30.59
18,30.33,30.59,30.87,31.15,31.15,30.87,31.72,31.72,30.59,29.55,29.05,30.87,32.01,32.62,30.59,30.33,28.32,30.33
19,30.33,30.06,30.59,30.87,31.15,30.33,31.43,31.15,30.59,29.3,28.57,30.87,31.43,31.23,31.15,30.33,28.32,30.87
20,30.33,29.8,30.06,30.59,30.05,29.8,31.15,30.59,30.33,29.05,28.1,30.59,31.15,32.93,30.33,29.8,28.32,30.87
21,29.8,29.05,29.55,30.33,30.06,29.3,30.87,30.59,29.8,28.81,28.1,30.33,30.87,32.62,30.33,29.8,30.06,30.59
22,29.3,28.57,29.05,29.8,29.8,29.05,30.33,30.06,29.3,28.1,27.65,29.3,30.06,32.62,29.3,29.3,28.32,29.8
23,28.34,28.1,28.34,29.05,30.05,28.57,30.06,30.06,29.05,27.22,27.22,29.05,29.3,30.06,28.57,28.81,28.81,28.81
24,28.34,27.65,28.34,29.05,30.05,28.34,29.05,30.06,28.34,27.22,27.43,29.3,29.3,31.43,28.34,28.34,28.34,28.57
25,27.88,27.43,28.1,28.57,30.05,27.88,29.3,29.8,28.1,26.59,27.22,29.05,29.05,32.62,27.88,27.43,28.1,28.1
26,27.65,27.22,28.1,28.34,28.34,27.43,29.3,29.55,28.1,26.39,27.01,28.81,28.81,31.23,27.65,27.65,27.43,27.88
27,27.22,27.22,27.22,28.1,28.1,27.43,28.81,28.81,27.65,25.99,26.8,28.34,28.57,29.05,27.43,27.22,27.43,27.65
28,26.8,26.8,26.8,27.88,27.88,27.22,28.81,28.81,27.65,25.8,27.01,28.1,28.34,28.34,27.01,26.19,27.22,27.43
29,26.39,26.59,26.59,27.65,27.88,27.01,28.57,28.57,27.43,25.8,26.39,27.88,28.34,28.34,26.19,26.19,27.43,27.43
30,25.99,26.59,26.59,27.65,27.65,27.01,28.57,28.34,27.65,25.8,26.39,27.65,28.34,28.34,25.99,25.99,28.32,27.01
31,25.6,26.59,26.59,27.43,27.65,26.8,27.88,28.34,27.43,25.8,26.19,27.65,28.1,28.34,25.8,25.8,28.32,26.19
32,25.6,26.39,26.59,27.22,27.43,27.01,27.65,28.34,27.43,26.39,26.39,27.43,28.1,28.1,25.8,25.8,25.8,26.19
33,25.6,26.19,26.59,27.22,27.65,26.8,27.22,28.1,27.22,26.39,25.99,27.22,28.34,28.1,25.6,25.8,25.6,26.19
34,25.6,25.6,29.84,26.8,27.43,28.34,27.01,28.1,26.8,26.39,26.19,27.22,28.1,28.1,25.6,25.8,25.6,25.8
35,25.6,25.23,29.84,26.8,27.43,30.31,26.8,27.65,26.39,27.22,25.8,26.39,28.1,28.1,29.74,25.99,25.6,25.8
36,25.8,25.42,29.84,26.39,27.65,30.31,27.01,27.88,26.39,27.22,25.8,26.39,28.1,28.1,29.74,29.66,28.32,26.19
37,29.5,25.8,29.84,26.39,28.1,30.31,27.01,27.88,26.39,27.22,25.8,26.8,28.34,28.1,29.74,29.66,28.32,29.94
38,29.5,25.8,29.84,26.59,27.43,30.31,27.22,27.65,26.59,27.43,25.8,27.01,28.1,28.1,29.74,29.66,28.32,29.94
39,29.5,25.8,29.84,26.8,26.59,30.31,30.48,27.88,26.59,27.65,25.6,27.01,28.1,28.1,29.74,29.66,28.32,29.94
40,29.5,26.39,26.19,26.8,27.01,30.31,30.48,30.61,26.59,27.43,25.8,27.22,28.34,28.34,29.74,29.66,28.32,29.94
41,29.5,26.59,26.59,27.22,27.43,30.31,28.1,30.61,26.8,27.88,25.99,27.43,28.57,28.57,29.74,29.66,28.32,29.94
42,29.5,26.8,26.59,27.22,27.43,30.31,28.1,30.61,27.01,27.88,25.99,27.65,28.81,28.81,29.74,29.66,26.39,29.94
43,29.5,27.22,27.01,27.43,28.1,30.31,28.1,28.81,27.43,28.34,26.39,28.34,29.05,29.3,29.74,29.66,28.32,29.94
44,27.65,27.43,27.43,27.88,30.05,30.31,28.57,29.8,27.65,28.34,27.01,28.34,29.3,29.05,29.74,29.66,27.43,29.94
45,28.1,27.88,27.88,28.34,30.05,30.31,29.05,29.8,28.34,28.57,27.43,28.81,29.55,31.23,28.1,29.66,27.65,29.94
46,28.1,28.34,29.84,28.57,29.05,30.31,29.3,30.06,29.05,29.05,27.65,29.05,29.8,31.43,28.1,28.34,28.1,28.34
47,28.57,29.05,29.84,29.3,30.33,30.31,30.06,30.33,29.55,29.05,28.1,29.55,30.33,31.43,28.57,29.3,28.34,29.3
48,29.05,29.3,29.84,29.55,30.33,30.31,30.06,30.59,29.8,29.3,28.34,29.8,30.87,31.72,28.81,29.3,28.81,29.3
49,29.05,29.8,29.84,30.06,30.59,30.33,29.8,30.87,30.06,29.3,28.57,30.06,31.15,32.01,29.05,29.05,29.05,29.55
50,29.3,30.06,29.84,30.33,30.59,30.33,30.06,30.87,30.33,29.55,29.05,30.06,31.43,32.31,29.3,29.3,29.55,29.8
51,29.55,30.33,29.84,30.33,30.87,30.33,30.33,30.59,30.59,30.06,29.3,30.06,31.43,32.31,29.55,29.55,30.06,30.33
52,30.06,30.59,30.59,31.15,30.05,30.59,30.87,30.59,30.87,29.8,29.55,30.33,31.43,32.62,30.06,30.06,30.33,30.33
53,30.06,30.87,31.15,29.77,31.15,31.15,30.87,30.87,30.87,29.8,30.06,30.33,31.15,32.62,30.06,30.33,30.33,30.33
54,30.33,30.87,31.15,29.77,31.43,31.15,31.15,30.87,31.15,30.59,30.06,30.59,31.43,32.93,30.33,30.33,28.32,30.59
55,30.59,31.15,31.43,29.77,31.43,31.15,31.15,30.87,31.15,30.87,30.87,30.87,31.72,32.93,31.15,30.33,28.32,30.87
56,30.59,31.15,31.43,31.43,31.43,31.15,31.43,31.15,31.15,30.87,31.15,30.87,31.72,32.93,31.43,30.59,28.32,30.87
57,30.87,31.15,31.43,31.43,31.72,31.43,31.72,31.15,31.15,31.43,32.31,31.15,32.01,32.93,31.72,30.87,28.32,31.15
58,31.15,31.15,31.43,31.43,31.72,31.43,32.01,31.15,31.43,31.72,32.31,31.15,32.31,32.93,29.74,31.15,28.32,31.15
