frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,31.15,32.01,32.01,32.31,32.01,32.01,32.31,32.01,31.43,32.31,32.93,31.15,32.31,32.93
1,31.15,32.01,31.72,32.31,31.72,31.72,32.31,32.01,31.43,32.31,33.24,31.15,32.01,32.93
2,31.15,32.01,31.72,32.31,31.43,31.72,32.31,32.01,31.43,32.31,32.93,31.15,32.01,32.62
3,31.15,32.01,31.72,32.01,31.72,32.01,32.31,32.01,31.43,32.31,32.93,31.15,32.31,32.93
4,30.87,32.01,32.01,32.01,31.43,31.72,32.31,32.01,31.43,32.31,32.93,30.87,32.01,32.62
5,30.87,32.01,31.72,31.72,31.72,31.72,32.31,31.72,31.43,32.31,32.93,31.15,32.01,32.93
6,31.15,31.72,31.72,31.72,31.43,31.43,32.62,32.01,31.15,32.31,33.24,31.15,32.31,33.24
7,31.15,31.43,31.43,31.72,31.43,32.01,32.31,32.01,31.15,32.01,32.93,31.15,32.01,33.24
8,31.15,31.43,31.43,31.43,31.43,31.72,32.62,31.72,31.15,31.43,32.93,31.15,32.31,32.93
9,31.15,31.43,31.43,31.43,31.43,31.72,32.31,31.72,31.15,31.43,32.62,31.15,32.31,32.93
10,30.87,31.43,31.15,31.72,31.15,31.43,32.31,32.31,31.15,31.15,32.31,31.15,32.31,32.93
11,30.59,31.15,31.15,31.15,31.15,31.43,32.31,32.31,31.15,30.87,32.31,31.15,32.01,32.62
12,30.33,31.43,31.15,31.43,31.15,31.43,32.31,32.62,31.15,30.59,32.01,31.15,32.01,32.93
13,30.33,31.15,30.59,30.87,30.59,31.43,32.31,32.62,30.87,30.33,31.15,30.87,31.72,32.93
14,30.33,30.87,30.59,30.87,30.33,31.43,32.31,33.24,30.87,29.8,30.33,30.87,31.72,32.93
15,30.06,30.59,30.33,30.33,30.06,31.15,32.31,32.62,30.33,29.55,29.3,30.33,31.43,32.93
16,30.06,30.33,30.06,30.06,30.06,31.15,32.31,33.24,30.59,29.3,29.05,30.59,31.43,32.93
17,29.55,30.06,30.06,29.8,29.8,30.87,32.31,31.15,30.33,29.3,28.57,31.15,31.72,32.93
18,29.3,29.55,29.3,29.8,29.55,30.33,32.62,31.43,29.55,28.81,27.88,30.06,31.43,32.62
19,29.3,29.3,29.3,29.05,29.3,30.33,31.15,30.87,29.3,28.57,27.43,30.33,31.43,32.62
20,28.81,29.05,28.81,28.57,28.81,29.55,30.87,30.33,28.81,28.1,27.43,30.06,31.15,32.62
21,30.06,28.34,28.57,28.34,28.81,29.8,30.33,30.35,28.57,28.1,27.22,29.8,30.59,32.62
22,27.43,28.1,27.43,27.65,27.65,32.31,30.02,30.35,28.57,27.01,26.8,29.05,29.05,31.72
23,26.59,27.22,26.59,28.34,27.22,27.22,30.02,30.35,27.22,26.39,26.59,28.57,28.81,28.81
24,26.39,26.8,26.39,28.1,26.8,30.06,30.02,30.35,27.43,26.39,26.59,28.34,27.65,26.59
25,26.19,26.19,26.19,27.88,26.59,29.55,30.02,30.35,27.43,26.19,26.59,28.34,28.1,26.39
26,25.6,25.99,25.8,27.43,26.39,26.8,30.02,30.35,26.8,25.8,26.39,27.88,26.59,28.1
27,24.69,25.8,25.6,26.39,26.19,26.39,26.59,26.8,26.39,25.6,26.39,27.43,28.1,25.8
28,24.51,25.6,25.42,25.99,26.39,26.19,25.99,25.99,26.8,25.99,26.19,28.1,27.88,25.8
29,24.69,25.6,25.42,25.99,26.19,26.19,25.8,25.8,27.01,25.42,26.39,28.1,27.88,28.1
30,29.48,25.6,25.42,25.8,26.39,24.51,25.6,25.23,27.01,25.23,26.59,27.88,29.3,28.1
31,29.48,25.8,29.69,25.99,26.39,24.34,25.42,26.59,27.01,25.99,26.19,27.65,28.81,28.1
