frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.88,28.57,28.81,28.57,28.34,28.34,28.1,27.88,28.1,27.88,28.34,27.65,28.34,29.55,28.1,27.88,26.35,28.1
1,27.88,28.34,28.57,28.57,28.34,28.34,28.1,27.43,28.1,27.88,28.34,27.65,28.1,29.3,28.1,27.88,26.35,28.1
2,28.1,28.34,28.57,28.57,28.34,28.1,27.88,27.22,28.1,27.88,28.34,27.65,28.1,29.3,28.1,27.65,26.35,28.1
3,27.88,28.34,28.57,28.34,28.1,28.1,27.88,27.22,28.1,28.1,28.34,27.65,28.1,29.3,28.1,27.65,27.65,28.1
4,27.65,28.34,28.34,28.57,28.1,28.1,27.88,27.88,28.1,27.88,28.34,27.65,27.88,29.3,27.88,27.88,27.88,28.1
5,27.65,28.34,28.34,28.57,28.1,28.1,27.88,27.65,27.88,28.1,28.34,27.65,27.88,29.3,27.88,27.65,27.88,27.88
6,27.88,28.34,28.34,28.34,28.1,27.88,27.88,27.22,28.1,28.1,28.34,27.43,28.34,29.3,27.65,27.65,26.35,27.88
7,27.65,28.1,28.34,28.34,28.1,28.1,27.88,27.65,27.88,28.34,28.34,27.65,28.34,29.3,27.65,27.88,26.35,28.1
8,27.65,28.1,28.34,28.34,28.1,27.88,27.65,27.43,27.88,28.34,28.34,27.65,28.34,29.3,27.65,27.65,26.35,28.1
9,27.88,28.1,28.34,28.34,28.1,27.88,27.88,26.8,27.88,28.1,28.34,27.65,28.34,29.3,27.65,27.88,28.1,28.34
10,27.88,28.1,28.34,28.34,28.1,27.88,27.43,27.43,27.65,28.1,28.34,27.65,28.1,29.05,27.65,27.65,26.35,28.34
11,27.88,28.1,28.34,28.34,28.1,27.88,27.22,26.59,27.65,28.1,28.34,27.65,28.1,29.3,27.88,27.65,26.35,28.57
12,27.88,28.1,28.34,28.34,28.1,27.88,27.22,26.19,27.65,27.88,28.34,27.43,28.1,29.05,27.65,27.88,26.35,28.34
13,27.65,28.1,28.34,28.34,27.88,27.88,27.43,26.19,27.65,28.1,28.1,27.65,28.1,29.05,27.65,27.65,26.35,27.32
14,27.65,28.1,28.1,28.34,27.65,27.88,27.43,26.39,27.43,27.88,28.34,27.43,27.88,28.81,27.65,27.88,26.35,27.88
15,27.65,27.88,28.1,28.1,27.88,28.34,27.65,26.39,27.43,28.1,28.34,27.65,27.88,29.05,27.65,27.88,26.35,27.88
16,27.43,27.88,27.88,28.1,27.43,28.34,28.1,27.01,27.43,28.1,28.34,27.65,27.88,28.81,27.43,27.43,26.35,27.88
17,27.43,27.88,27.88,28.1,27.65,28.34,28.1,27.65,27.43,28.1,28.34,27.65,27.88,28.81,27.43,27.65,26.35,27.88
18,27.43,27.88,27.88,28.1,27.65,28.34,28.1,28.34,27.43,28.1,28.34,27.65,27.65,28.81,27.43,27.65,26.35,27.32
19,27.43,28.1,27.65,27.88,27.43,28.57,28.1,27.65,27.43,27.88,28.34,27.88,27.88,29.05,27.43,27.65,26.35,27.32
20,27.43,28.1,27.65,27.43,27.43,28.1,28.1,27.3,27.43,27.88,28.34,27.88,27.88,29.3,27.43,27.65,27.43,27.32
21,27.65,28.1,27.43,27.65,27.43,28.34,29.05,28.34,27.43,27.88,28.1,27.88,27.88,29.55,27.43,27.65,27.43,27.32
22,27.43,28.1,27.43,27.43,27.22,28.57,29.55,27.3,27.43,27.88,28.34,27.65,28.1,30.06,27.22,27.43,27.43,27.32
23,27.43,28.1,27.43,27.22,27.01,28.34,28.34,28.1,27.43,27.88,28.34,27.65,28.1,30.06,27.43,27.43,27.43,27.32
24,27.43,27.65,27.43,27.22,27.22,28.34,27.58,28.34,27.43,27.88,28.34,27.88,28.34,30.06,27.22,27.43,27.43,27.43
25,27.43,27.65,27.22,27.22,27.01,28.1,27.58,27.3,27.43,28.1,28.34,28.1,28.34,30.06,27.43,27.22,27.43,28.81
26,27.22,27.22,27.22,27.22,27.22,28.1,28.34,28.1,27.43,27.88,28.1,28.1,28.34,30.06,27.22,27.22,26.35,28.1
27,27.22,27.22,27.22,27.22,27.22,28.34,27.88,27.43,27.43,27.88,27.88,28.1,28.57,30.06,27.22,27.01,26.35,27.22
28,27.22,27.22,27.01,27.43,27.68,28.1,27.43,27.43,27.43,27.65,27.88,28.1,28.34,30.06,27.65,26.8,26.35,27.22
29,26.59,27.22,27.22,27.43,27.68,27.65,27.22,27.3,27.65,27.88,28.1,28.1,28.34,30.33,27.01,26.59,26.35,26.59
30,26.59,27.22,27.22,27.43,27.68,27.65,27.22,27.3,27.88,27.88,28.1,28.1,28.34,30.33,26.8,26.59,26.35,26.59
31,26.39,27.22,27.43,28.1,27.43,27.43,27.22,27.3,27.88,28.1,28.34,28.1,28.57,30.33,26.8,26.59,26.35,26.59
32,26.39,27.22,27.43,28.1,27.88,27.43,27.22,27.3,27.88,28.1,28.34,28.1,28.57,30.06,26.59,26.39,26.35,26.39
33,26.39,27.22,27.43,27.91,27.68,27.43,27.22,27.22,27.88,28.1,28.34,27.65,28.57,30.33,26.39,26.39,26.35,26.39
34,26.39,27.43,27.43,27.91,27.68,25.8,23.35,27.43,27.65,28.1,28.34,27.43,28.34,30.33,26.39,26.39,26.35,26.39
35,26.39,24.17,27.43,27.91,26.8,25.8,26.8,27.22,28.1,28.1,28.1,27.43,28.57,30.33,26.39,26.19,22.89,26.39
36,24.69,25.8,27.22,27.88,28.1,26.39,26.8,26.59,27.88,28.1,28.34,27.22,28.34,30.33,24.51,26.39,24.17,26.39
37,25.05,27.01,27.43,27.88,27.88,26.39,27.01,27.01,27.88,28.1,28.1,27.22,28.34,30.33,25.05,26.19,24.87,25.99
38,25.23,27.01,27.43,27.88,27.88,26.39,27.01,27.22,27.88,28.1,28.34,27.22,28.34,30.33,25.42,26.39,24.87,26.39
39,25.05,26.8,27.43,27.43,27.43,26.39,27.58,28.1,27.88,28.1,28.1,27.22,28.57,30.33,24.87,26.39,24.87,26.39
40,25.42,25.99,27.43,27.43,27.43,26.39,27.58,27.3,27.88,28.1,28.34,27.22,28.57,30.33,25.23,26.39,24.87,26.39
41,27.01,25.05,27.43,27.65,27.43,25.99,27.58,27.3,27.88,28.1,28.34,27.22,28.57,30.33,27.05,26.39,25.05,26.59
42,27.01,24.87,27.43,27.65,27.43,25.99,27.58,27.3,27.88,28.1,28.34,27.22,28.57,30.33,27.05,26.39,24.51,26.39
43,26.59,24.69,23.84,27.43,27.43,26.19,27.58,27.3,27.88,28.1,28.34,27.22,28.57,30.33,27.05,26.39,26.35,26.59
44,26.59,27.43,23.67,27.43,27.43,26.39,27.58,27.3,27.88,28.1,28.34,27.22,28.57,29.7,27.05,26.59,26.35,26.59
45,26.59,27.22,27.43,27.88,27.43,26.8,27.58,27.3,27.65,28.1,28.57,27.22,28.34,29.7,27.05,26.59,26.35,27.01
46,26.59,27.22,27.43,27.43,27.43,27.01,27.58,27.3,27.43,28.1,28.34,27.22,28.34,29.7,27.05,26.59,26.35,26.59
47,26.59,27.22,27.43,27.88,27.43,27.01,27.58,27.3,27.43,28.1,28.34,27.43,28.57,29.7,26.59,26.59,26.35,27.22
48,26.59,27.22,27.43,27.88,27.65,27.22,26.39,25.6,27.22,27.88,28.34,26.39,28.34,29.7,26.59,26.59,26.59,27.22
49,26.59,27.22,27.43,27.88,27.65,27.22,26.8,26.59,27.22,27.88,28.34,27.22,28.34,29.7,26.59,26.59,26.59,27.22
50,26.59,27.22,27.43,27.88,27.65,27.22,27.22,27.43,27.22,27.88,28.34,27.43,27.65,29.7,26.59,26.8,26.59,27.32
51,27.01,27.22,27.43,27.88,27.65,27.22,27.22,27.88,27.22,27.88,28.34,27.43,27.43,29.7,26.59,26.59,26.8,27.32
52,26.59,27.22,27.43,28.1,27.88,27.43,28.1,27.3,27.22,27.65,28.34,27.43,27.43,29.8,26.59,26.8,26.8,27.32
53,26.59,27.22,27.43,28.1,27.65,27.65,28.81,27.3,27.01,27.65,28.34,27.43,27.22,29.3,26.59,26.8,26.8,27.32
