frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,32.01,32.01,32.31,32.62,32.31,32.31,32.62,32.31,31.43,32.31,33.24,31.43,32.31,32.93,31.72,32.01,29.53,32.31
1,32.01,32.31,32.31,32.31,32.01,32.31,32.62,32.62,31.43,32.62,32.93,31.43,32.31,33.24,31.72,31.72,29.53,31.72
2,32.01,32.31,32.31,32.31,32.01,32.31,32.62,32.31,31.43,32.31,33.24,31.43,32.31,32.93,31.72,32.01,32.62,31.72
3,32.01,32.01,32.31,32.31,32.31,32.31,32.62,32.31,31.43,32.31,32.93,31.43,32.31,32.93,31.72,32.01,32.01,31.72
4,31.72,32.31,32.31,32.62,32.31,32.31,32.62,32.31,31.43,32.31,32.93,31.43,32.31,32.93,31.72,31.72,31.72,32.31
5,31.72,32.01,32.31,32.62,32.01,32.31,32.62,32.31,31.43,32.31,32.93,31.43,32.31,33.24,31.72,32.01,32.31,29.19
6,31.72,32.01,32.31,32.31,31.72,32.31,32.62,32.01,31.43,32.31,32.93,31.43,32.31,33.24,31.43,31.72,29.53,32.31
7,31.43,32.01,32.31,32.31,32.01,32.31,32.62,32.01,31.43,32.31,32.93,31.43,32.31,32.62,31.43,31.72,29.53,32.31
8,31.43,32.01,32.01,32.31,31.72,32.31,32.62,32.31,31.43,32.31,32.93,31.43,32.31,32.93,31.43,31.43,29.53,32.01
9,31.43,32.01,32.01,32.31,32.01,32.31,32.62,32.01,31.43,32.31,33.24,31.15,32.31,32.62,31.43,31.43,29.53,31.72
10,31.43,32.31,32.01,32.31,31.72,32.31,32.62,32.01,31.43,32.31,32.62,31.43,32.31,32.62,31.43,31.43,29.53,31.43
11,31.72,31.43,32.01,32.01,31.72,32.31,32.62,32.01,31.43,31.72,32.93,31.43,32.31,32.62,31.43,31.43,31.72,29.19
12,31.72,31.43,31.72,31.43,31.43,32.01,32.62,32.31,31.43,31.43,32.31,31.72,32.31,32.62,31.15,31.72,29.53,31.72
13,31.43,31.43,31.43,31.43,31.43,32.01,32.62,32.31,31.15,31.15,32.31,31.43,32.01,32.62,31.15,31.15,29.53,31.15
14,32.01,31.43,31.43,31.43,31.15,32.01,32.62,32.31,31.15,30.59,31.72,31.43,32.31,32.62,31.15,31.15,29.53,29.19
15,31.43,31.15,31.43,31.15,30.87,31.72,32.62,32.62,31.15,30.33,31.43,31.15,32.31,32.62,30.59,31.43,29.53,30.87
16,31.15,31.15,30.87,31.15,31.15,31.72,32.31,32.62,31.15,30.33,31.15,31.15,32.31,32.62,30.87,31.15,30.59,29.19
17,31.43,30.87,30.33,30.33,30.59,31.43,32.01,31.72,30.87,30.06,30.06,31.15,32.31,32.62,30.59,30.87,31.15,29.19
18,31.15,30.59,30.33,30.06,30.06,31.43,31.72,31.72,30.59,30.06,29.55,31.15,31.72,32.31,30.06,30.33,31.15,29.19
19,31.15,30.59,30.06,30.06,30.06,31.43,30.59,31.43,30.59,30.06,29.55,30.33,31.72,32.62,30.06,31.15,31.15,30.06
20,31.43,30.33,29.8,29.8,30.06,31.15,30.87,30.87,30.59,29.55,28.81,30.59,31.43,32.62,30.33,29.4,30.33,29.19
21,31.15,29.8,29.3,29.55,29.55,30.33,30.33,30.33,30.06,29.3,28.57,30.33,30.33,32.31,31.15,31.15,30.06,29.19
22,30.87,29.05,29.05,29.3,29.05,30.59,30.06,30.33,29.05,28.81,28.57,30.06,30.33,32.31,30.33,30.59,29.55,29.19
23,29.8,28.57,28.34,28.57,28.57,29.3,29.94,30.06,29.3,28.57,28.34,29.55,30.06,32.31,29.8,30.59,29.05,30.59
24,29.8,28.34,27.88,28.57,28.57,29.2,29.94,29.85,29.05,28.34,28.1,29.55,30.06,31.43,29.8,29.4,28.57,29.19
25,29.05,28.1,27.65,28.34,28.34,29.2,29.94,29.85,29.05,28.1,27.88,29.55,29.8,31.0,29.05,29.4,28.1,29.19
26,28.81,27.65,27.43,28.81,28.1,29.2,29.94,29.85,28.34,27.43,27.65,29.05,27.65,31.43,28.34,29.4,27.43,29.19
27,28.34,27.43,27.22,28.57,28.34,30.87,29.94,29.85,28.1,27.22,27.65,28.57,29.3,31.15,28.1,28.34,27.43,29.19
28,27.65,27.01,26.39,28.34,27.65,27.88,30.06,30.87,27.43,27.22,27.43,29.3,29.3,32.31,27.43,27.88,27.22,29.19
29,27.22,26.59,26.39,28.1,27.88,27.43,29.05,29.05,27.22,27.22,27.43,29.3,29.05,31.72,26.8,26.19,26.59,29.19
30,27.01,26.59,26.19,27.43,27.65,27.22,28.34,28.34,27.22,27.22,27.43,29.3,29.05,31.72,26.59,25.99,26.59,29.19
31,25.8,26.39,25.99,26.8,27.22,26.59,27.01,27.01,27.88,27.01,27.43,29.05,29.05,29.05,25.8,25.42,26.8,25.23
32,25.42,26.39,25.99,26.59,27.43,25.8,26.8,26.59,27.65,26.8,27.43,29.05,29.05,28.81,26.19,25.05,29.53,25.05
33,25.05,26.39,25.99,26.59,27.65,25.42,26.59,29.85,28.1,26.8,27.22,28.81,29.05,28.81,30.04,25.05,29.53,24.87
34,25.42,26.19,25.8,26.59,27.88,25.05,25.99,24.69,28.1,26.8,27.43,28.57,29.3,28.81,30.04,24.87,29.53,24.69
35,29.5,25.99,29.74,26.59,27.88,24.87,25.8,29.85,27.88,26.8,27.43,28.34,29.05,28.81,30.04,24.69,29.53,24.69
36,29.5,25.8,25.99,26.39,28.1,24.87,24.0,29.85,28.1,26.8,27.22,28.57,29.05,28.81,30.04,24.51,29.53,24.51
37,24.87,25.8,25.99,26.39,27.88,24.87,23.2,29.85,27.88,26.8,27.43,28.34,28.81,28.57,30.04,25.05,29.53,25.05
38,25.05,25.23,29.74,26.39,27.88,24.87,24.0,29.85,27.22,27.01,27.22,28.1,28.81,28.34,30.04,29.4,29.53,29.19
39,25.05,24.87,29.74,25.99,27.43,24.87,25.42,20.82,26.59,27.01,26.59,26.59,28.81,28.34,30.04,29.4,29.53,29.19
