frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,26.8,27.43,27.65,27.88,27.65,27.22,28.34,27.65,27.22,28.1,28.81,27.22,28.1,29.05,27.01,26.8,26.75,27.22
1,27.01,27.43,27.65,28.1,27.65,27.22,28.34,27.65,27.22,28.1,28.81,27.01,27.88,29.05,27.22,26.8,26.75,27.43
2,27.01,27.43,27.65,27.88,27.65,27.22,28.34,27.65,27.22,28.1,28.81,27.01,28.1,29.05,27.22,26.8,26.75,27.22
3,26.8,27.22,27.65,27.88,27.65,27.22,28.1,27.43,27.22,28.1,28.81,27.22,28.1,29.05,27.01,26.8,26.75,27.22
4,27.01,27.22,27.65,27.65,27.65,27.22,28.1,27.43,27.22,28.1,28.57,27.01,28.1,29.05,27.01,26.8,26.75,27.43
5,27.01,27.43,27.65,27.88,27.65,27.22,28.1,27.65,27.43,28.1,28.81,27.01,28.1,29.05,27.22,26.8,26.75,27.22
6,26.8,27.43,27.65,27.88,27.65,27.22,28.1,27.65,27.22,28.1,28.81,27.22,28.1,28.81,27.22,26.8,26.75,27.22
7,27.01,27.43,27.65,27.88,27.43,27.22,27.88,27.22,27.22,28.1,28.81,27.22,28.1,29.05,27.01,26.8,26.75,27.43
8,27.01,27.22,27.65,27.88,27.43,27.43,27.65,26.39,27.22,28.1,28.57,27.01,28.1,29.05,27.01,27.01,26.75,27.43
9,27.01,27.43,27.65,27.88,27.43,27.22,27.65,26.39,27.22,28.1,29.05,27.01,28.1,28.81,27.01,27.01,26.75,27.43
10,27.22,27.43,27.65,27.88,27.65,27.43,27.22,26.59,27.22,28.1,28.81,27.01,28.1,28.81,27.01,27.01,26.75,27.22
11,27.22,27.43,27.65,27.88,27.43,27.43,27.01,26.8,27.22,28.1,28.81,27.22,28.1,29.05,27.22,27.22,27.22,27.43
12,27.22,27.43,27.88,27.88,27.65,27.43,26.39,27.43,27.22,28.1,28.81,27.22,28.1,29.05,27.22,27.22,27.43,27.43
13,27.22,27.43,27.88,27.88,27.43,27.22,25.6,27.07,27.22,28.1,28.81,27.01,28.1,29.05,27.22,27.22,27.01,27.19
14,27.22,27.43,27.88,27.88,27.43,27.22,25.42,22.3,27.22,28.1,28.81,27.22,28.1,29.05,27.22,27.22,26.8,27.19
15,27.43,27.43,28.1,27.88,27.65,27.22,24.17,22.01,27.22,28.1,29.05,27.43,28.1,28.81,27.22,27.22,27.01,27.19
16,27.22,27.43,28.1,27.88,27.65,27.22,25.42,22.15,27.22,28.1,28.81,27.43,28.1,29.05,27.22,27.22,27.22,27.43
17,27.22,27.43,27.65,28.34,27.65,27.22,25.23,22.3,27.43,28.1,28.81,27.43,28.1,29.3,27.22,27.22,26.59,27.19
18,27.43,27.65,27.65,28.1,27.88,27.22,25.23,22.74,27.22,28.1,28.81,27.43,28.1,29.05,27.22,27.22,27.01,27.19
19,27.43,27.43,27.65,28.34,27.88,27.22,25.42,23.04,27.43,28.1,28.81,27.43,28.1,29.05,27.22,27.22,26.8,27.43
20,27.43,27.43,27.65,28.34,27.88,27.22,25.42,27.07,27.22,28.1,29.05,27.43,27.88,28.81,27.22,27.22,26.8,27.88
21,27.43,27.43,27.65,28.34,27.88,27.22,25.42,27.07,27.43,28.1,28.81,27.43,27.88,29.05,27.22,27.22,26.75,27.43
22,27.43,27.43,27.65,28.34,27.88,27.22,26.59,27.07,27.43,28.34,29.05,27.43,27.88,29.05,27.22,27.22,27.22,27.43
23,27.22,27.43,28.1,28.1,27.65,27.22,27.22,28.1,27.22,28.1,28.81,27.43,27.88,29.05,27.22,27.22,26.75,27.88
24,27.43,27.43,27.88,28.34,27.88,27.43,27.43,27.88,27.22,28.34,28.81,27.43,28.1,29.05,27.22,27.22,28.1,27.88
25,27.22,27.43,28.1,28.1,27.88,27.22,27.22,28.1,27.43,28.1,29.05,27.43,28.1,29.05,27.43,27.22,26.75,27.43
26,27.22,27.43,28.1,28.34,27.88,27.22,27.22,28.1,27.22,28.34,28.57,27.43,27.88,29.05,27.22,27.22,27.43,27.43
27,27.22,27.43,28.1,28.34,27.88,27.01,27.43,27.65,27.22,28.1,28.81,27.43,27.88,29.05,27.22,27.22,27.22,27.43
28,27.22,27.43,28.1,28.34,27.88,27.22,27.22,27.65,27.22,28.1,28.81,27.43,28.1,29.05,27.22,22.59,27.43,22.89
29,22.59,27.65,28.1,28.34,27.88,24.69,27.22,28.34,27.22,28.1,29.05,27.43,27.88,29.05,22.15,22.59,22.3,23.04
30,27.22,27.65,28.1,28.1,27.88,24.69,27.22,28.34,27.22,28.1,29.05,27.43,27.88,29.05,27.22,27.22,26.8,27.65
31,27.22,23.67,28.1,28.1,27.65,24.87,27.22,28.34,27.22,28.1,29.05,27.43,28.1,29.05,27.22,27.22,27.01,27.43
32,27.43,24.34,23.04,28.34,27.65,25.6,27.22,28.34,27.22,28.1,29.05,27.43,28.1,28.81,27.22,27.22,26.8,27.65
33,27.22,27.65,23.67,28.1,27.65,25.99,27.22,28.1,27.22,28.1,29.05,27.43,28.1,28.81,27.43,27.22,26.8,27.65
34,27.22,27.43,28.1,28.1,27.65,26.19,25.99,27.22,27.22,28.1,28.81,27.43,28.1,29.05,27.22,27.22,26.75,27.88
35,27.22,27.43,28.1,28.1,27.65,26.39,27.65,27.22,27.22,28.1,29.05,27.43,27.88,29.05,27.22,27.22,26.75,27.65
36,27.22,27.43,28.1,28.1,27.65,26.39,27.65,27.43,27.22,28.1,28.81,27.43,28.1,28.81,27.22,27.22,26.75,27.65
37,27.22,27.43,27.88,28.1,27.65,26.39,28.1,27.88,27.22,28.1,28.81,27.43,28.1,29.05,27.65,27.22,26.75,27.43
