frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.01,27.43,27.43,27.88,27.43,27.65,28.1,27.88,27.22,27.65,28.57,27.22,27.88,28.81,27.22,27.01,27.31,27.88
1,27.01,27.43,27.43,27.88,27.43,27.65,28.1,27.88,27.22,27.65,28.57,27.22,28.1,29.05,27.22,27.01,27.31,27.88
2,27.01,27.43,27.43,27.65,27.65,27.88,28.1,27.88,27.22,27.65,28.57,27.22,28.1,28.81,27.22,27.01,27.31,27.88
3,27.01,27.43,27.43,27.88,27.65,27.65,28.1,27.88,27.22,27.65,28.57,27.22,28.1,29.05,27.22,27.01,27.31,27.43
4,26.8,27.43,27.43,27.88,27.88,27.65,28.1,27.88,27.22,27.65,28.57,27.22,28.1,29.05,27.22,27.22,27.31,28.1
5,27.01,27.43,27.43,27.88,27.65,27.65,27.88,27.88,27.22,27.65,28.34,27.43,28.1,29.05,27.22,27.22,27.31,27.88
6,27.22,27.43,27.43,27.65,27.65,27.65,27.88,27.65,27.22,27.65,28.57,27.22,28.1,29.05,27.22,27.22,27.31,28.34
7,27.22,27.43,27.43,27.65,27.43,27.65,27.88,27.88,27.22,27.65,28.34,27.22,28.1,28.81,27.22,27.22,27.31,28.34
8,27.22,27.43,27.65,27.01,26.8,27.65,27.43,27.43,27.22,27.65,28.57,27.22,28.1,28.81,27.22,27.43,27.22,28.34
9,27.22,27.43,27.65,27.22,27.22,27.65,27.22,27.43,27.22,27.65,28.57,27.22,28.1,28.81,27.22,27.43,27.43,28.34
10,27.43,27.43,27.65,27.22,26.8,27.65,27.22,26.39,27.22,28.1,28.57,27.22,28.1,28.81,27.22,27.43,27.22,28.1
11,27.43,27.43,27.65,26.59,25.8,27.88,27.01,26.19,27.22,27.65,28.57,27.22,28.1,29.05,27.43,27.43,27.43,28.1
12,27.65,27.65,27.65,26.39,25.99,27.88,27.01,26.39,27.22,27.65,28.57,27.22,28.1,28.81,27.43,27.43,27.43,27.88
13,27.65,27.65,27.65,25.8,27.01,27.88,25.05,27.65,27.22,27.65,28.34,27.22,28.1,28.81,27.43,27.43,27.43,28.1
14,27.43,27.65,24.51,25.6,24.0,27.65,26.19,24.69,27.22,27.65,28.57,27.22,27.88,28.81,27.43,27.43,27.43,27.88
15,27.43,27.43,25.6,25.8,25.6,27.65,26.39,25.6,27.22,27.65,28.34,27.22,28.1,28.81,27.43,27.43,25.42,28.1
16,27.43,27.43,25.8,25.8,25.8,28.1,26.39,25.99,27.22,27.43,28.34,27.01,27.88,28.81,27.43,27.43,27.01,27.88
17,27.43,27.43,26.19,25.8,26.39,27.43,26.39,26.39,27.22,27.43,28.34,27.01,27.88,28.81,27.43,27.43,27.22,27.88
18,27.43,27.43,26.19,25.8,26.39,27.65,26.39,26.39,27.22,27.43,28.34,27.01,27.88,28.81,27.43,27.43,27.22,27.88
19,27.43,27.43,26.19,25.8,26.39,26.19,26.39,26.39,27.22,27.43,28.34,27.01,28.1,28.81,27.43,27.43,27.22,27.88
20,27.43,27.43,26.19,26.19,26.59,26.19,26.19,26.19,27.22,27.65,28.57,27.01,27.88,28.81,27.43,27.43,27.22,27.88
21,27.43,27.43,27.22,25.99,26.39,26.19,26.8,26.39,27.22,27.43,28.34,27.01,28.1,28.81,27.43,27.43,27.22,27.88
22,27.43,27.43,26.19,25.99,26.39,27.43,27.01,26.39,27.22,27.43,28.34,27.01,28.1,28.81,27.43,27.43,27.22,27.88
23,27.43,27.43,25.99,26.7,25.8,27.88,26.19,25.99,27.22,27.65,28.57,27.01,27.88,29.05,27.43,27.43,27.01,27.65
24,27.43,27.43,26.59,26.7,26.19,27.65,26.39,26.39,27.22,27.88,28.34,27.22,28.1,28.81,27.43,27.43,27.22,27.88
25,27.43,27.43,27.43,26.39,27.43,27.88,26.19,27.1,27.22,27.43,28.34,27.01,28.1,28.81,27.43,27.43,27.22,27.88
26,27.43,27.43,27.43,26.19,27.88,27.88,26.39,28.34,27.22,27.65,28.57,27.22,28.1,29.05,27.43,27.43,27.43,27.88
27,27.65,27.43,27.43,26.39,26.72,27.88,26.39,28.1,27.22,27.88,28.57,27.01,28.1,28.81,27.43,27.43,27.65,27.88
28,27.43,27.65,27.43,26.7,26.72,27.88,28.1,27.88,27.22,27.88,28.57,27.22,28.1,29.05,27.65,27.43,27.88,27.88
29,27.43,27.65,27.65,25.05,26.72,27.88,28.1,27.88,27.22,27.65,28.34,27.22,28.1,28.81,27.65,27.43,27.88,28.1
30,27.65,27.43,27.43,26.19,24.51,27.88,27.88,24.69,27.43,27.88,28.34,27.22,28.1,29.05,27.65,27.43,27.65,27.88
31,27.43,27.43,27.43,26.39,24.87,27.88,27.88,27.88,27.22,27.65,28.34,27.01,28.1,29.05,27.65,27.43,27.65,28.1
32,27.43,27.43,27.43,26.59,26.39,27.88,27.65,27.88,27.22,27.65,28.57,27.22,28.1,29.05,27.65,27.43,27.65,27.88
33,27.43,27.43,27.43,26.59,27.22,27.88,27.88,27.65,27.22,27.65,28.57,27.22,28.1,29.05,27.43,27.43,27.43,27.65
34,27.43,27.43,27.43,27.22,27.22,27.88,27.88,27.65,27.22,27.65,28.57,27.22,28.1,28.81,27.43,27.43,27.43,27.88
35,27.22,27.43,27.43,27.01,27.43,27.65,28.1,27.65,27.22,27.65,28.57,27.22,28.1,28.81,27.43,27.43,27.43,27.65
36,27.22,27.43,27.43,27.22,27.43,27.65,28.1,27.65,27.22,27.65,28.57,27.22,27.88,28.81,27.43,27.22,27.22,27.94
37,27.22,27.43,27.43,27.22,27.43,27.65,27.88,27.88,27.22,27.65,28.57,27.22,28.1,28.81,27.22,27.22,27.22,27.65
38,27.22,27.43,27.43,27.43,27.65,27.65,28.1,27.65,27.22,27.65,28.57,27.22,28.1,28.81,27.22,27.22,27.22,28.34
