frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.22,27.43,28.1,28.1,27.65,28.1,28.34,28.1,27.65,28.1,28.81,27.43,28.34,28.57,27.22,27.22,24.87,27.88
1,27.22,27.65,28.1,28.1,27.88,28.1,28.34,28.1,27.88,28.34,28.81,27.43,28.34,28.57,27.43,27.01,24.87,27.65
2,27.22,27.65,28.1,28.1,27.65,28.1,28.34,28.1,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.01,24.87,27.65
3,27.22,27.65,28.1,28.1,27.65,28.1,28.34,28.1,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.88
4,27.22,27.65,28.1,28.1,27.65,28.1,28.34,28.1,27.88,28.34,29.05,27.43,28.34,28.57,27.43,27.01,24.87,27.65
5,27.22,27.65,27.88,28.1,27.88,28.1,28.34,28.1,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.88
6,27.22,27.65,27.88,28.1,27.65,28.1,28.34,28.1,27.65,28.1,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.65
7,27.22,27.65,28.1,28.1,27.88,28.1,28.57,27.65,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.88
8,27.22,27.88,28.1,28.1,27.88,28.1,28.57,26.59,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.65
9,27.22,27.65,28.34,28.34,27.88,28.1,28.81,26.19,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.88
10,27.22,27.65,28.34,28.34,27.88,28.1,27.65,25.8,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.88
11,27.22,27.88,28.57,28.34,27.88,28.1,27.22,26.19,27.65,28.34,29.05,27.43,28.34,28.57,27.43,27.22,24.87,27.88
12,27.22,27.88,28.57,28.34,27.88,28.1,26.8,25.99,27.88,28.34,29.05,27.43,28.34,28.57,27.65,27.22,24.87,27.88
13,27.22,25.6,28.1,28.34,27.88,28.1,26.59,25.42,27.65,28.34,29.05,27.65,28.34,28.57,27.43,27.22,24.87,27.88
14,27.43,25.42,28.34,28.34,27.88,28.1,26.39,25.42,27.88,28.34,29.05,27.65,28.34,28.81,27.65,27.22,24.87,27.65
15,27.22,25.05,28.34,28.34,27.88,27.88,25.8,24.87,27.88,28.34,29.05,27.65,28.34,28.81,27.22,27.22,24.87,27.65
16,24.69,27.88,28.34,28.34,27.88,25.42,25.6,28.57,27.88,28.57,29.05,27.65,28.34,28.57,24.69,27.22,24.87,27.88
17,27.13,27.88,28.57,28.34,27.88,25.23,25.23,27.07,27.65,28.34,29.05,27.65,28.34,28.57,27.65,24.0,24.87,24.17
18,27.43,27.88,28.57,28.57,27.88,28.34,25.05,27.07,27.88,28.34,29.05,27.65,28.34,28.57,27.65,27.43,24.87,23.67
19,27.43,27.88,28.57,28.81,28.1,28.1,24.34,27.07,27.88,28.34,29.05,27.65,28.34,28.57,27.43,27.22,24.87,27.43
20,27.22,27.65,28.57,28.57,28.1,28.1,25.6,27.07,27.88,28.34,29.05,27.65,28.34,28.57,27.43,27.22,24.87,27.43
21,27.22,27.88,28.34,28.57,27.88,28.1,26.39,27.07,27.65,28.34,29.05,27.65,28.34,28.57,27.43,27.22,24.87,27.43
22,27.22,27.65,28.34,28.57,28.1,28.1,27.01,25.42,27.65,28.34,29.05,27.88,28.34,28.57,27.22,27.22,24.87,27.22
23,27.22,27.65,28.34,28.57,28.1,28.1,27.01,25.99,27.65,28.34,29.05,27.88,28.34,28.57,27.43,27.22,24.87,27.43
24,27.22,27.65,28.1,28.57,28.1,28.1,27.22,27.07,27.65,28.34,29.05,27.88,28.34,28.57,27.43,27.22,24.87,27.43
25,27.22,27.65,28.1,28.57,28.1,28.1,27.22,26.59,27.65,28.34,29.05,27.65,28.34,28.57,27.22,27.22,24.87,27.43
26,27.22,27.65,28.1,28.34,28.1,28.1,27.43,26.59,27.65,28.34,29.05,27.88,28.1,28.57,27.22,27.22,24.87,28.1
27,27.22,27.65,28.1,28.34,28.1,28.1,27.43,26.59,27.65,28.34,29.05,27.88,28.34,28.57,27.22,27.22,24.87,27.65
28,27.22,27.65,28.1,28.1,27.88,28.1,28.1,26.8,27.65,28.34,28.81,27.65,28.34,28.57,27.22,27.22,24.87,27.22
29,27.22,27.65,28.1,28.1,27.88,28.1,28.57,27.07,27.65,28.1,29.05,27.65,28.34,28.57,27.22,27.22,24.87,27.65
30,27.22,27.65,28.1,28.1,27.88,28.1,27.5,27.07,27.65,28.1,29.05,27.65,28.34,28.57,27.22,27.22,24.87,27.65
31,27.01,27.65,28.1,28.1,27.88,28.1,27.5,27.07,27.65,28.34,28.81,27.65,28.34,28.34,27.43,27.22,24.87,27.88
32,27.22,27.65,28.1,28.1,27.65,28.1,27.5,27.07,27.65,28.34,29.05,27.88,28.34,28.57,27.22,27.22,24.87,27.88
33,27.01,27.65,28.1,28.1,27.65,28.1,27.5,27.07,27.65,28.34,28.81,27.65,28.34,28.57,27.22,27.22,24.87,28.1
34,27.01,27.65,27.88,28.1,27.65,28.1,28.81,27.07,27.65,28.34,29.05,27.43,28.34,28.57,27.22,27.22,24.87,27.88
35,27.01,27.65,27.88,28.1,27.65,28.1,29.55,27.07,27.65,28.34,29.05,27.43,28.34,28.57,27.22,27.22,24.87,27.65
36,27.01,27.65,27.88,28.1,27.88,28.1,28.34,28.34,27.65,28.34,28.81,27.43,28.34,29.05,27.22,27.22,24.87,27.65
37,27.01,27.65,28.1,28.1,27.65,28.1,28.34,28.34,27.65,28.34,28.81,27.43,28.34,28.57,27.22,27.22,24.87,27.88
38,27.01,27.65,27.88,28.1,27.88,28.1,28.34,27.88,27.65,28.1,28.81,27.43,28.34,28.57,27.22,27.22,24.87,27.88
39,27.01,27.65,27.88,28.1,27.88,28.1,28.57,27.88,27.65,28.1,29.05,27.43,28.34,28.57,27.22,27.01,24.87,27.65
40,27.01,27.65,27.88,28.1,27.88,28.1,28.57,28.1,27.65,28.34,29.05,27.43,28.34,28.57,27.22,27.22,24.87,27.65
