frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.01,27.43,27.43,27.88,27.88,27.43,28.34,28.1,27.22,27.88,28.57,27.65,28.1,28.81,27.22,27.01,26.49,27.22
1,27.01,27.22,27.43,27.88,27.88,27.43,28.34,28.1,27.22,27.88,28.57,27.43,27.88,28.81,27.22,27.01,26.49,27.22
2,27.01,27.43,27.43,27.88,27.43,27.43,28.34,28.1,27.65,27.88,28.57,27.43,27.88,28.81,27.01,27.01,26.49,27.43
3,27.01,27.22,27.43,27.88,27.43,27.43,28.34,28.1,27.22,27.88,28.81,27.43,27.88,28.81,27.22,27.01,26.49,27.43
4,27.01,27.43,27.43,27.88,27.43,27.43,28.34,28.1,27.22,27.88,28.57,27.43,28.1,28.81,27.22,27.22,26.49,27.22
5,27.01,27.43,27.43,27.88,27.43,27.43,28.34,27.88,27.43,27.88,28.81,27.22,27.88,28.81,27.01,27.22,26.49,27.43
6,27.01,27.22,27.43,27.88,27.43,27.43,28.34,28.1,27.22,27.88,28.75,27.43,27.94,28.81,27.22,27.01,26.49,27.22
7,27.01,27.22,27.65,27.88,27.43,27.43,28.57,28.1,27.22,27.65,28.81,27.43,27.88,28.81,27.22,27.22,26.49,27.43
8,27.01,27.43,27.43,27.88,27.43,27.43,28.57,28.1,27.22,27.88,28.81,27.43,27.88,28.81,27.22,27.22,26.49,27.43
9,27.01,27.22,27.65,27.88,27.65,27.43,28.34,28.34,27.22,27.88,28.81,27.43,28.1,28.57,27.22,27.22,26.49,27.43
10,27.22,27.88,27.65,27.22,27.01,28.1,25.23,28.34,27.22,27.88,28.81,27.43,27.88,28.81,27.22,27.22,26.49,27.88
11,27.22,27.65,27.88,27.01,27.01,27.88,26.19,27.88,27.22,27.88,28.81,27.22,28.1,28.81,27.22,27.22,26.49,27.88
12,27.22,27.88,27.65,26.59,27.22,27.88,25.99,27.3,27.22,27.88,28.81,27.22,28.1,28.81,27.22,27.43,26.49,28.1
13,27.22,27.88,27.88,26.39,27.65,27.88,26.39,25.8,27.43,28.1,28.81,27.22,28.1,28.81,27.43,27.43,26.49,27.54
14,27.22,27.88,27.65,26.39,27.88,27.88,26.19,25.99,27.65,27.88,28.81,27.22,27.88,28.81,27.65,27.43,26.49,27.54
15,27.22,25.42,27.65,26.39,28.1,27.65,26.39,26.39,27.43,28.1,28.81,27.22,27.88,28.81,27.65,27.22,26.49,28.1
16,25.8,27.43,25.8,26.19,25.8,27.65,26.19,26.39,27.22,27.88,28.57,27.22,28.1,28.81,27.22,25.6,27.65,25.8
17,25.99,27.88,25.42,25.42,25.6,27.65,26.39,26.8,27.43,27.88,28.81,27.22,28.1,28.81,25.6,25.99,27.88,25.99
18,28.1,27.65,25.6,25.6,27.65,27.43,27.41,27.22,27.22,27.88,28.81,27.22,27.88,29.05,25.6,25.8,25.6,28.57
19,25.6,27.65,25.8,25.42,26.19,27.43,27.41,27.3,27.22,27.88,28.81,27.01,27.88,28.81,25.42,25.99,25.42,28.34
20,27.01,27.65,27.01,25.42,25.42,27.22,27.41,27.3,27.22,27.88,28.81,27.22,28.1,28.57,25.42,27.65,25.42,27.54
21,27.65,27.43,27.43,26.59,25.23,27.43,26.59,25.99,27.22,27.88,28.57,27.22,27.88,28.81,27.22,27.65,27.88,27.88
22,25.42,27.43,27.43,27.65,25.8,27.65,27.22,26.39,27.22,27.88,28.57,27.22,27.88,28.81,25.42,27.43,25.6,27.65
23,25.05,27.43,27.88,27.22,27.65,27.43,27.88,26.8,27.22,27.65,28.81,27.22,27.65,28.81,25.05,27.43,25.6,28.1
24,24.34,27.43,27.65,27.43,27.65,27.65,28.1,26.8,27.22,27.88,28.81,27.22,27.88,28.81,24.69,27.88,24.87,27.88
25,23.2,27.65,27.22,27.01,27.22,27.65,26.59,24.69,27.22,27.88,28.81,27.22,27.88,28.81,24.0,22.89,24.0,22.74
26,27.88,27.65,27.01,27.43,27.22,27.65,27.43,25.05,27.22,27.88,28.81,27.22,27.88,28.81,27.88,27.65,23.67,28.34
27,27.65,22.74,25.99,28.1,27.22,27.65,27.41,27.3,27.22,27.88,28.81,27.22,28.1,28.81,27.65,27.65,28.1,28.1
28,27.65,22.74,24.87,28.1,27.22,27.43,27.41,27.3,27.22,27.88,28.81,27.22,27.88,28.81,27.65,27.65,28.1,27.54
29,27.65,23.2,24.51,27.06,27.22,27.65,28.81,27.3,27.22,28.1,28.57,27.36,27.88,28.81,27.65,27.65,28.1,28.57
30,27.65,27.65,24.51,27.06,27.04,27.65,27.41,27.3,27.43,27.88,28.81,27.65,27.88,28.81,27.65,27.65,28.1,27.54
31,27.65,27.65,24.69,27.06,27.04,27.43,27.41,27.3,27.65,27.88,28.81,27.43,27.88,29.05,27.65,27.43,26.49,27.54
32,27.43,27.43,25.8,27.06,27.04,27.88,27.41,27.3,27.43,27.88,28.81,27.65,27.88,28.81,27.65,27.43,27.88,29.05
33,27.43,27.43,27.01,27.06,27.04,27.43,27.41,27.3,27.43,27.88,28.81,27.65,27.88,28.81,27.65,27.43,26.49,27.54
34,27.22,27.43,27.22,25.6,27.04,27.43,23.04,27.3,23.84,27.88,28.57,27.65,27.88,28.81,27.43,27.88,26.49,27.54
35,27.22,27.43,27.43,25.42,27.04,27.43,23.84,27.88,24.17,27.88,28.81,27.43,27.88,28.81,27.43,27.43,26.49,27.54
36,27.22,27.43,27.43,25.6,27.04,27.43,28.81,28.1,24.69,27.88,28.81,27.43,27.88,28.81,27.43,27.22,26.49,27.54
37,27.22,27.43,27.43,26.59,25.42,27.65,28.57,27.88,27.22,27.88,28.81,27.65,28.1,28.81,27.43,27.43,26.49,27.54
38,27.22,27.22,27.43,27.01,25.99,27.65,28.57,28.1,27.22,27.88,28.81,27.43,27.88,28.81,27.43,27.22,26.49,27.54
39,27.22,27.43,27.22,27.43,26.59,27.65,28.34,27.3,27.22,27.65,28.57,27.22,28.1,28.81,27.22,27.22,26.49,27.54
40,27.22,27.22,27.43,27.88,27.01,27.65,28.34,27.3,27.43,27.88,28.81,27.43,27.88,28.81,27.22,27.22,26.49,28.1
41,27.22,27.22,27.22,28.1,27.43,27.43,28.34,27.65,27.22,27.65,28.81,27.43,27.88,28.81,27.22,27.22,26.49,27.88
42,27.01,27.22,27.22,28.1,27.65,27.43,28.57,27.88,27.22,27.88,28.57,27.43,27.88,28.81,27.22,27.22,26.49,27.65
