frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.43,28.34,28.1,28.1,28.34,27.88,28.57,27.88,27.88,28.34,29.3,27.65,28.1,29.3
1,27.65,28.34,28.1,28.1,28.34,27.88,28.57,28.1,27.88,28.34,29.05,27.43,28.1,29.3
2,27.43,28.34,28.1,28.1,28.34,27.88,28.34,27.88,27.88,28.34,29.05,27.43,28.34,29.3
3,27.65,28.34,28.1,28.1,28.34,27.88,28.57,27.88,27.88,28.34,29.3,27.43,28.1,29.3
4,27.43,28.34,28.1,28.34,28.34,27.88,28.57,28.1,27.88,28.34,29.05,27.43,28.34,29.3
5,27.65,28.34,28.1,28.34,28.34,27.88,28.34,27.88,27.65,28.34,29.3,27.43,28.34,29.3
6,27.65,28.34,28.1,28.34,28.34,27.88,28.34,28.1,27.88,28.34,29.3,27.65,28.1,29.3
7,27.65,28.34,28.1,28.34,28.34,27.88,28.34,27.88,27.88,28.34,29.3,27.43,28.1,29.3
8,27.65,28.34,28.1,28.34,28.34,27.88,28.34,27.43,27.88,28.34,29.3,27.43,28.34,29.3
9,27.88,28.34,28.1,28.34,28.34,27.88,28.1,28.1,27.88,28.34,29.3,27.43,28.34,29.3
10,27.88,28.34,28.1,28.34,28.34,27.88,28.1,28.57,27.88,28.34,29.3,27.65,28.1,29.3
11,27.88,28.34,28.1,28.34,28.34,27.88,27.88,27.88,27.88,28.34,29.3,27.43,28.57,29.3
12,28.1,28.34,28.1,28.34,28.34,27.88,27.88,27.65,27.88,28.34,29.3,27.43,28.1,29.3
13,28.1,28.34,28.1,28.34,28.34,28.1,27.43,28.1,27.88,28.34,29.05,27.43,28.1,29.3
14,27.88,28.34,28.1,28.34,28.34,28.34,27.88,28.81,27.65,28.34,29.05,27.43,28.1,29.3
15,27.88,28.57,28.34,28.34,28.34,28.34,27.43,25.23,27.88,28.34,29.3,27.65,28.1,29.3
16,28.1,28.57,28.1,28.34,28.34,28.1,25.8,25.42,27.88,28.34,29.3,27.43,28.1,29.3
17,28.1,28.34,28.1,28.34,28.34,25.8,28.34,25.6,27.88,28.34,29.3,27.43,28.1,29.3
18,28.1,25.6,28.1,28.34,28.34,25.99,25.6,25.8,27.88,28.34,29.05,27.43,28.1,29.3
19,28.1,25.8,28.34,28.34,28.34,25.99,25.8,25.8,27.88,28.57,29.3,27.43,28.1,29.3
20,28.1,25.8,28.34,28.57,28.34,26.39,25.8,25.8,27.88,28.57,29.3,27.43,28.1,29.05
21,28.1,28.1,28.34,28.57,28.34,26.59,26.19,26.39,27.88,28.34,29.3,27.43,28.1,29.3
22,28.34,27.88,28.34,28.57,28.34,26.59,26.19,25.99,27.88,28.34,29.3,27.43,28.1,29.05
23,28.34,25.8,28.34,28.57,28.34,26.59,26.59,27.22,27.88,28.34,29.3,27.43,28.57,29.3
24,28.1,25.8,28.57,28.57,28.34,26.59,28.1,27.28,27.88,28.34,29.05,27.43,28.57,29.3
25,28.1,25.8,28.57,28.34,28.34,26.59,27.62,27.28,27.88,28.34,29.3,27.43,28.57,29.3
26,28.1,25.8,28.57,28.34,28.34,26.39,27.62,27.28,27.88,28.34,29.3,27.43,28.57,29.3
27,28.1,28.81,28.57,28.34,28.34,26.39,27.62,27.28,27.65,28.34,29.3,27.43,28.57,29.3
28,28.34,28.34,28.57,28.34,28.34,26.39,27.62,27.28,27.88,28.34,29.05,27.43,28.57,29.3
29,24.34,28.57,28.34,28.34,28.34,27.88,27.62,27.28,27.88,28.34,29.05,27.43,28.57,29.3
30,28.1,28.57,28.34,28.57,28.34,27.65,27.62,27.28,27.65,28.34,29.05,27.43,28.57,29.3
31,28.1,28.57,28.34,28.34,28.34,27.88,27.62,27.28,27.65,28.34,29.3,27.43,28.34,29.3
32,27.88,28.57,28.34,28.34,28.34,27.65,27.62,27.28,27.65,28.34,29.3,27.43,28.34,29.3
33,27.88,28.34,28.34,28.57,28.34,27.65,27.62,27.28,27.65,28.34,29.3,27.43,28.34,29.3
34,27.88,28.34,28.34,28.34,28.1,27.88,27.62,27.28,27.65,28.34,29.3,27.22,28.34,29.3
35,27.88,28.34,27.88,28.1,28.34,27.88,27.62,27.28,27.65,28.34,29.3,27.43,28.34,29.3
36,27.88,28.57,27.88,28.34,28.34,27.88,27.62,27.28,27.65,28.34,29.3,27.43,28.34,29.3
37,27.88,28.34,28.1,28.1,28.1,27.88,27.62,27.28,27.65,28.34,29.05,27.43,28.34,29.3
38,27.88,28.34,28.1,28.1,28.1,27.88,27.62,27.28,27.65,28.34,29.3,27.43,28.57,29.3
39,27.88,28.34,27.88,28.1,28.1,27.88,27.62,27.28,27.65,28.34,29.3,27.43,28.57,29.3
40,27.88,28.34,27.88,28.1,28.1,27.88,29.05,27.28,27.65,28.34,29.3,27.43,28.34,29.3
41,27.88,28.34,28.1,28.1,28.1,27.88,27.62,27.88,27.65,28.34,29.3,27.43,28.1,29.3
42,27.88,28.34,28.1,28.1,28.1,27.88,27.62,27.88,27.65,28.34,29.05,27.43,27.88,29.3
43,27.88,28.34,28.1,28.1,28.1,28.1,27.62,27.28,27.43,28.34,29.05,27.43,28.1,29.05
44,27.88,28.34,28.1,28.34,28.1,28.1,27.62,27.28,27.43,28.34,29.3,27.43,27.88,29.3
