frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.88,28.57,28.34,28.34,28.1,28.34,29.05,28.34,27.88,29.05,29.55,27.88,29.3,29.55
1,27.88,28.57,28.34,28.34,28.1,28.57,28.81,28.34,27.65,29.05,29.55,27.88,29.05,29.55
2,28.1,28.57,28.34,28.34,28.1,28.57,29.05,28.34,27.88,29.05,29.55,27.88,29.05,29.55
3,28.1,28.57,28.34,28.34,28.1,28.57,28.81,28.34,27.65,28.81,29.55,28.1,29.05,29.55
4,28.1,28.57,28.34,28.34,28.1,28.57,28.81,28.34,27.88,28.81,29.55,27.88,29.05,29.55
5,28.1,28.57,28.34,28.34,28.1,28.34,29.05,28.1,27.88,29.05,29.55,27.88,29.05,29.55
6,27.88,28.57,28.34,28.34,28.1,28.34,28.81,28.33,27.88,29.05,29.55,27.88,29.05,29.55
7,28.1,28.57,28.81,28.34,28.1,28.34,28.81,27.65,27.88,29.05,29.55,28.1,29.05,29.55
8,28.34,28.57,28.57,28.34,27.88,28.34,29.05,27.88,27.88,29.05,29.55,27.88,29.05,29.55
9,28.1,28.34,28.57,28.57,27.88,28.57,28.81,27.88,27.88,29.05,29.55,27.88,29.05,29.55
10,27.88,28.57,28.81,28.57,27.88,28.57,28.57,28.34,27.88,29.05,29.55,27.88,29.05,29.55
11,28.1,28.57,28.81,28.57,28.1,28.34,27.43,28.33,27.88,29.05,29.55,27.88,29.05,29.55
12,28.1,28.81,28.81,28.57,28.1,28.57,27.88,28.33,27.88,29.05,29.55,27.88,29.05,29.55
13,28.1,28.57,28.81,28.57,28.1,28.57,27.88,28.33,28.1,29.3,29.55,28.1,29.05,29.55
14,28.1,28.81,28.81,28.57,28.1,28.34,27.43,28.33,28.1,29.3,29.55,27.88,29.05,29.55
15,28.1,28.81,28.81,28.57,28.1,28.81,27.88,28.33,28.1,29.3,29.55,27.88,29.05,29.55
16,28.1,28.81,29.05,28.81,28.1,27.88,27.88,29.3,28.1,29.3,29.55,27.88,29.05,29.55
17,28.1,28.81,28.81,28.81,28.34,27.88,27.88,28.1,28.1,29.3,29.55,27.88,29.05,29.55
18,28.1,28.81,29.05,29.05,28.34,27.65,28.1,28.1,28.1,29.3,29.55,27.88,29.05,29.55
19,28.1,28.81,29.05,29.05,28.34,26.39,28.1,28.1,28.1,29.3,29.55,27.88,29.05,29.55
20,28.1,29.05,29.05,29.05,28.34,25.42,28.1,28.34,28.1,29.3,29.55,27.88,29.05,29.55
21,28.1,24.87,29.05,29.05,28.34,25.42,28.2,28.1,28.1,29.3,29.55,27.88,29.05,29.55
22,28.1,28.81,25.05,29.05,28.34,25.8,28.2,29.05,28.1,29.05,29.55,27.88,29.05,29.3
23,28.1,28.81,25.05,29.05,28.34,26.39,28.2,28.33,28.1,29.05,29.55,27.88,29.05,29.55
24,28.1,28.81,25.05,29.05,28.34,26.8,28.2,28.33,28.1,29.05,29.55,28.1,29.3,29.55
