frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,28.1,28.34,28.57,28.57,28.34,28.34,29.05,28.81,28.1,28.57,29.3,27.88,29.05,29.8,28.1,28.1,28.34,28.57
1,28.34,28.34,28.57,28.57,28.34,28.81,29.05,28.81,28.1,28.57,29.55,27.88,29.05,29.55,28.1,28.1,28.34,28.81
2,28.34,28.34,28.34,28.57,28.34,28.57,29.3,28.81,28.1,28.81,29.3,27.88,29.05,29.55,28.1,28.1,28.34,28.81
3,28.1,28.34,28.57,28.57,28.34,28.81,29.3,28.81,28.1,28.57,29.3,27.88,28.81,29.8,28.1,28.1,28.34,28.57
4,28.1,28.34,28.34,28.34,28.34,28.81,29.3,28.81,28.1,28.81,29.3,28.1,29.05,29.55,28.1,28.1,28.1,28.81
5,28.1,28.34,28.57,28.34,28.1,28.57,29.3,28.81,28.1,28.81,29.3,27.88,29.05,29.55,28.1,28.1,28.34,28.57
6,28.34,28.34,28.34,28.34,28.34,28.57,29.3,28.81,28.1,28.57,29.3,28.1,29.05,29.8,28.1,28.1,28.17,28.57
7,28.1,28.34,28.34,28.34,28.34,28.57,29.55,28.81,28.1,28.57,29.3,27.88,29.05,29.55,28.1,28.1,28.17,28.57
8,28.1,28.34,28.57,28.34,28.1,28.34,29.55,28.57,28.1,28.57,29.3,27.88,29.05,29.55,28.1,28.1,28.17,28.57
9,28.1,28.34,28.57,28.57,28.1,28.57,29.55,29.3,28.1,28.34,29.05,27.88,29.05,29.8,28.1,28.1,28.17,28.57
10,28.1,28.34,28.34,28.81,28.1,28.34,29.3,29.3,28.1,28.1,29.05,27.88,28.57,29.8,28.1,28.1,28.17,28.34
11,27.88,28.57,28.57,29.05,28.34,28.34,29.05,28.81,28.34,27.65,28.34,27.88,28.81,30.06,28.1,28.1,28.17,28.34
12,27.88,28.34,28.34,29.05,28.34,28.34,29.05,28.57,28.34,27.43,28.1,28.1,28.81,29.8,28.1,28.1,28.17,28.34
13,27.88,28.57,28.57,29.05,28.57,28.1,28.81,28.34,28.34,27.22,28.34,28.1,28.81,29.8,28.1,27.88,28.17,28.1
14,27.88,28.34,28.57,29.3,28.52,28.1,28.81,28.34,28.34,26.8,28.34,28.1,29.3,29.8,28.1,28.1,28.17,28.1
15,27.88,28.34,28.57,29.55,30.06,28.1,27.88,25.8,28.34,27.22,28.57,28.1,29.3,29.8,28.1,28.1,28.17,28.39
16,27.88,28.34,28.34,29.55,30.33,28.34,27.88,26.19,28.34,27.65,28.57,28.1,29.05,29.55,27.88,27.88,28.17,28.34
17,28.1,28.34,28.57,29.55,30.06,28.34,27.88,26.59,28.1,27.88,28.81,27.88,29.05,29.55,27.88,27.88,28.17,28.34
18,28.1,28.34,28.34,29.3,29.8,28.34,28.81,26.59,28.1,28.57,29.05,26.8,28.81,29.3,28.1,28.1,28.1,28.34
19,28.1,28.34,28.34,29.3,29.55,28.34,28.81,27.22,28.1,28.57,29.3,27.88,28.57,29.3,28.1,28.1,28.17,28.57
20,28.1,28.34,28.34,29.05,29.3,28.1,28.81,27.88,28.1,28.57,29.55,28.1,28.34,29.3,28.1,28.1,28.17,28.81
21,28.1,28.34,28.34,28.81,28.57,28.1,29.05,28.57,28.34,29.3,29.3,28.34,27.88,28.81,27.88,27.65,28.17,28.1
22,27.88,28.34,28.34,28.34,28.34,28.34,29.05,29.3,28.34,29.05,29.3,28.34,27.43,28.57,27.65,27.65,28.17,28.1
23,27.88,28.34,28.34,28.34,28.1,28.34,29.05,29.8,28.34,29.05,29.55,28.34,27.22,28.1,27.88,27.65,28.17,28.1
24,27.88,28.34,28.34,28.1,28.34,28.34,29.3,29.8,28.1,29.05,29.3,28.34,27.43,28.34,27.88,27.65,28.17,28.1
25,27.88,28.34,28.34,27.88,26.8,28.34,29.55,30.33,27.01,28.81,29.3,28.34,27.22,28.81,27.88,27.65,28.17,28.1
26,27.88,28.1,28.1,28.1,26.59,28.34,28.98,28.29,26.59,29.05,29.3,28.34,27.01,28.81,27.88,28.1,28.17,28.39
27,28.1,28.34,28.34,27.88,26.59,28.34,30.06,28.29,26.59,28.81,29.3,28.1,27.22,28.81,27.88,28.1,28.17,28.39
28,28.1,28.34,28.34,28.1,28.52,28.34,29.8,28.29,26.8,28.81,29.3,28.1,27.22,28.81,27.88,28.1,28.17,28.39
29,28.1,28.34,28.34,28.1,26.8,28.57,29.55,28.29,27.43,28.57,29.3,28.1,27.65,29.05,27.65,28.1,28.1,28.39
