frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.43,28.1,28.34,28.57,28.34,27.88,28.57,28.1,27.88,28.34,29.05,27.65,28.1,29.05,27.65,27.43,28.1,28.1
1,27.43,28.1,28.34,28.57,28.34,27.88,28.57,28.1,27.88,28.34,29.05,27.88,28.1,29.05,27.65,27.43,28.1,27.88
2,27.43,28.1,28.34,28.57,28.34,27.88,28.57,28.1,27.88,28.34,29.05,27.65,28.1,29.05,27.43,27.43,28.1,27.88
3,27.43,27.88,28.34,28.57,28.34,27.88,28.34,28.1,27.88,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.65
4,27.43,27.88,28.34,28.57,28.34,27.88,28.34,28.1,27.88,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.88
5,27.22,27.88,28.1,28.57,28.34,27.88,28.34,28.1,27.65,28.57,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.88
6,27.22,27.88,28.34,28.57,28.1,27.88,28.34,28.1,27.88,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.88
7,27.22,27.88,28.34,28.57,28.57,27.88,28.34,28.1,27.88,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.88
8,27.22,27.88,28.1,28.57,28.34,27.65,28.34,28.1,28.1,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.65
9,27.22,27.65,28.34,28.34,28.34,27.65,28.34,27.88,27.88,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.88
10,27.22,27.88,28.1,28.34,28.1,27.65,28.34,27.88,27.88,28.34,29.05,27.65,27.88,29.05,27.43,27.22,28.1,27.65
11,27.22,27.88,28.34,28.34,28.34,27.65,28.1,27.88,27.88,28.34,29.05,27.65,28.1,29.3,27.43,27.22,28.1,27.88
12,27.43,27.88,28.34,28.34,28.34,27.65,28.1,27.88,27.88,28.34,29.05,27.88,27.88,29.05,27.43,27.22,28.1,27.65
13,27.43,28.1,28.34,28.1,28.34,27.88,27.22,27.88,27.43,28.34,29.05,27.22,27.88,29.3,27.65,27.43,28.1,28.1
14,27.43,28.1,28.34,28.34,27.87,27.88,27.22,27.15,27.43,28.34,29.05,27.22,27.88,29.05,27.65,27.43,28.34,28.1
15,27.43,28.1,25.6,27.87,27.87,25.05,27.36,27.88,27.65,28.1,28.81,27.22,27.88,29.05,27.88,27.43,28.1,24.69
16,27.88,28.1,28.34,27.87,25.8,25.6,27.36,25.8,27.88,28.1,29.05,27.65,27.65,29.05,28.1,27.43,28.1,25.23
17,27.88,28.1,28.34,26.39,26.39,27.22,25.42,25.6,28.1,28.1,29.05,27.43,27.65,29.3,28.1,27.88,28.1,28.34
18,28.1,28.1,28.1,26.59,26.8,27.22,25.42,26.39,28.1,28.1,28.81,27.65,27.43,29.05,28.1,28.1,28.1,28.81
19,28.1,28.34,28.1,26.59,27.01,27.01,25.42,27.22,28.1,28.1,28.81,27.43,27.43,29.05,28.1,28.1,28.1,29.05
20,28.1,28.34,28.34,26.8,27.87,27.01,25.6,27.15,28.1,28.1,28.81,27.43,27.43,29.05,28.34,28.1,28.1,28.34
21,28.1,28.1,28.34,27.01,27.87,27.01,25.6,27.15,28.1,28.1,28.81,27.43,27.22,29.05,28.34,28.1,28.1,28.57
22,28.1,28.1,28.34,27.22,27.87,27.01,28.34,27.15,27.65,28.1,29.05,27.43,27.43,29.05,28.34,28.1,28.81,28.81
23,28.1,28.1,28.34,27.43,27.87,27.22,28.57,25.99,27.65,28.34,29.05,27.43,27.65,29.3,28.34,28.1,28.1,28.34
24,28.1,27.43,28.34,27.43,27.87,27.22,25.8,25.6,27.65,28.34,29.05,27.43,27.65,29.3,28.1,28.1,28.1,28.34
25,28.1,27.43,28.34,27.88,27.22,27.22,26.19,25.23,27.65,28.34,29.05,27.43,27.65,29.3,28.1,28.1,28.1,27.65
26,28.1,27.43,28.34,28.34,27.01,27.22,26.39,25.42,27.65,28.34,29.05,27.43,27.43,29.3,28.34,28.1,28.1,26.59
27,28.1,27.22,28.34,27.87,27.22,27.22,26.59,25.8,27.65,28.34,29.05,27.43,27.65,29.3,28.1,28.1,28.1,26.8
28,28.34,27.22,28.34,27.87,27.43,27.22,27.01,25.8,27.43,28.34,29.05,27.43,27.65,29.3,28.34,28.1,28.1,26.8
29,28.1,27.22,28.34,27.87,28.1,27.43,27.36,25.99,27.65,28.34,29.05,27.43,27.65,29.3,28.34,28.1,28.1,26.8
30,28.1,27.22,29.05,27.87,28.34,27.22,27.36,26.59,27.88,28.34,29.05,27.43,27.65,29.3,28.1,28.1,28.1,26.59
31,28.1,27.22,29.05,27.87,27.87,27.22,27.36,27.22,27.88,28.34,29.05,27.43,27.65,29.3,28.1,28.1,28.1,26.59
32,28.1,27.43,28.81,27.87,27.87,27.22,27.36,27.22,27.88,28.34,29.05,27.65,27.65,29.3,28.1,28.1,28.1,26.59
33,28.1,27.43,29.05,27.87,27.87,27.43,27.36,28.1,27.88,28.34,29.05,27.65,27.65,29.3,28.1,28.1,28.1,26.59
