frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.88,28.81,28.81,28.81,28.57,28.81,29.05,28.34,28.1,28.57,29.05,28.1,28.34,29.05
1,27.88,28.81,28.81,29.05,28.57,28.81,29.05,28.34,28.1,28.57,29.05,27.88,28.34,29.8
2,27.88,28.81,28.57,29.05,28.34,28.57,29.05,28.34,28.1,28.57,29.05,28.1,28.57,29.8
3,27.88,28.81,28.81,29.05,28.81,28.57,29.05,28.34,28.1,28.81,29.05,28.1,28.57,29.3
4,27.88,28.81,28.57,29.05,28.57,28.57,29.05,28.34,28.1,28.81,29.05,28.1,28.34,29.3
5,27.88,28.81,28.81,29.05,28.57,28.57,28.81,28.1,28.1,28.81,29.05,28.1,28.57,29.3
6,28.1,28.81,28.81,29.05,28.81,28.34,28.1,28.57,28.1,28.81,29.3,27.88,28.57,29.3
7,28.1,28.81,28.81,28.81,28.81,28.34,27.22,27.01,28.1,28.81,29.05,27.88,28.57,29.55
8,27.88,28.81,28.81,28.81,27.43,28.57,27.01,27.22,28.1,28.81,29.05,27.88,28.57,29.3
9,28.1,28.81,28.81,29.05,27.65,28.57,27.01,27.88,28.1,28.81,29.05,27.88,28.57,29.3
10,28.1,28.81,28.81,28.81,27.88,28.34,27.22,29.05,28.1,28.81,29.05,27.88,28.57,29.3
11,28.1,28.81,27.65,27.65,28.57,28.34,27.22,27.65,28.1,28.81,29.05,27.88,28.34,29.3
12,28.1,28.81,27.22,29.05,28.65,28.34,27.01,28.1,27.88,28.81,29.05,27.88,28.57,29.3
13,28.1,28.81,27.01,29.05,28.65,28.1,27.22,27.22,28.1,28.57,29.05,27.88,28.57,29.3
14,28.1,27.22,28.81,29.05,28.65,27.01,28.1,28.81,27.88,28.57,29.05,27.88,28.34,29.55
15,28.34,26.8,28.81,28.81,29.05,27.65,29.05,28.04,28.1,28.81,29.05,27.88,28.34,29.8
16,28.1,26.39,28.81,28.81,28.81,26.8,28.3,28.04,28.1,28.81,29.05,27.88,28.57,29.8
17,27.22,29.05,28.81,28.81,28.81,26.59,28.3,28.04,28.1,28.81,29.3,27.88,28.57,29.05
18,28.1,29.05,28.81,28.81,28.81,28.34,28.3,28.04,28.1,28.81,29.05,27.88,28.57,29.05
19,28.1,29.05,28.81,29.05,29.05,28.57,28.3,28.04,28.1,28.81,29.05,27.88,28.34,29.3
20,28.1,29.05,28.81,29.05,28.81,28.57,27.22,28.04,28.1,28.81,29.05,28.1,28.57,29.3
21,28.1,29.05,28.81,29.05,28.81,28.81,28.3,28.04,28.1,28.81,29.05,28.1,28.57,29.05
22,28.1,29.05,28.81,28.81,28.81,28.57,27.43,27.22,28.1,28.81,29.3,27.88,28.57,29.3
23,28.1,29.05,28.57,28.34,28.81,28.81,28.3,27.22,27.88,28.81,29.05,27.88,28.57,29.3
24,28.1,29.05,28.57,28.81,28.81,28.81,27.22,28.04,28.1,28.81,29.05,28.1,28.57,29.05
25,28.1,29.05,28.57,29.05,28.81,28.81,28.3,28.04,28.1,28.81,29.3,28.1,28.57,29.3
26,28.1,29.05,28.81,28.81,28.81,28.81,28.3,28.04,28.1,28.81,29.05,28.1,28.57,29.8
27,28.1,29.05,28.81,28.81,28.57,28.81,28.3,28.04,28.1,28.81,29.05,28.1,28.57,29.55
28,28.1,29.05,28.81,28.81,28.57,28.81,28.3,28.04,28.1,28.81,29.3,28.1,28.57,29.3
29,28.1,29.05,28.81,29.05,28.57,28.81,28.3,28.04,28.1,28.81,29.05,28.1,28.57,29.05
30,28.1,29.05,28.81,29.05,28.81,29.05,28.81,28.04,28.1,28.81,29.05,27.88,28.57,29.55
31,28.1,29.05,28.81,29.05,28.81,29.05,28.3,28.04,28.1,28.81,29.3,28.1,28.57,29.3
32,28.1,29.05,28.81,29.05,28.81,29.05,30.06,29.05,28.1,28.81,29.3,28.1,28.57,29.3
33,28.1,29.05,28.81,28.57,28.81,29.05,29.8,28.04,28.1,28.81,29.05,28.1,28.57,29.55
34,28.1,29.05,28.81,29.3,28.81,29.05,30.06,28.04,28.1,28.81,29.05,28.1,28.57,29.05
35,28.1,29.05,28.81,29.3,28.81,29.05,29.3,28.04,28.1,28.81,29.05,28.1,28.57,29.3
