frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.43,27.65,27.88,28.1,27.88,27.43,28.1,27.65,27.43,27.88,29.05,27.01,27.88,28.34
1,27.43,27.65,27.88,28.1,27.65,27.43,28.1,27.65,27.43,28.1,29.05,27.22,27.88,28.57
2,27.22,27.65,27.88,28.1,27.65,27.43,28.1,27.65,27.43,28.1,29.05,27.65,28.1,28.57
3,27.22,27.65,27.88,28.1,27.88,27.43,28.1,27.65,27.43,28.1,28.81,27.43,27.65,28.34
4,27.43,27.65,27.88,28.1,27.65,27.43,28.1,27.65,27.43,28.1,29.05,27.43,28.1,28.81
5,27.43,27.65,27.88,28.1,27.88,27.43,28.1,27.65,27.22,28.1,29.05,27.43,27.88,28.57
6,27.43,27.65,27.88,28.1,27.88,27.43,28.1,27.43,27.65,27.88,29.05,27.43,27.65,28.34
7,27.43,27.65,27.88,28.1,27.88,27.43,28.1,27.43,27.22,27.88,28.81,27.43,27.65,28.57
8,27.22,27.65,27.88,28.1,27.88,27.43,28.1,27.43,27.22,28.1,29.05,27.43,27.88,28.57
9,27.43,27.65,27.88,28.1,27.88,27.43,27.88,27.22,27.22,27.88,29.05,27.43,27.88,28.81
10,27.43,27.65,27.88,28.1,27.88,27.43,27.88,27.24,27.43,28.1,28.81,27.43,27.88,28.57
11,27.43,27.65,27.88,28.1,27.88,27.43,27.43,26.19,27.43,27.88,29.05,27.36,27.65,28.57
12,27.43,27.65,27.88,28.1,27.88,27.65,27.01,27.24,27.43,28.1,29.05,27.22,27.65,28.57
13,27.22,27.88,27.88,28.1,27.88,27.65,27.26,27.24,27.22,27.88,29.05,27.22,27.65,28.57
14,27.43,27.88,27.88,28.1,27.88,27.43,26.8,25.6,27.43,27.88,28.81,27.43,27.88,28.34
15,27.22,27.65,27.88,28.1,27.88,27.43,27.01,25.05,27.43,28.1,29.05,27.43,27.65,28.34
16,27.43,27.65,27.88,28.1,27.88,27.43,26.59,27.24,27.43,28.1,29.05,27.43,27.65,28.57
17,27.43,27.65,27.88,28.1,27.88,27.43,27.01,27.24,27.43,28.1,29.05,27.43,27.65,28.57
18,27.43,27.65,27.88,28.1,27.88,27.43,26.59,27.24,27.22,28.1,29.05,27.22,27.88,28.81
19,27.43,27.65,27.88,28.1,27.88,27.43,26.8,27.24,27.43,27.88,29.05,27.43,27.88,28.57
20,27.43,27.65,27.88,28.1,27.88,27.43,26.59,27.24,27.43,28.1,29.05,27.43,28.1,28.57
21,27.22,27.65,28.1,28.1,27.88,27.43,26.8,27.65,27.22,28.1,29.05,27.43,27.88,28.81
22,27.43,27.88,27.88,28.1,27.88,27.43,27.01,27.43,27.22,28.1,29.05,27.43,27.88,28.57
23,27.43,27.65,27.88,28.1,27.88,27.88,27.22,27.88,27.22,27.88,29.05,27.43,27.65,28.57
24,27.22,27.65,27.88,28.1,27.88,27.88,27.01,27.88,27.22,28.1,29.05,27.43,28.1,28.57
25,24.34,27.88,27.65,28.1,27.88,27.65,27.26,27.43,27.43,27.88,28.81,27.43,27.88,28.57
26,27.43,27.88,27.88,28.1,27.88,27.43,27.26,27.43,27.22,28.1,29.05,27.43,27.88,28.57
27,27.43,28.1,27.88,28.1,27.88,27.65,27.26,27.24,27.22,27.88,29.05,27.43,27.88,28.34
28,27.43,27.65,27.88,28.1,27.88,24.87,27.26,27.24,27.22,27.88,29.05,27.43,27.88,28.34
29,27.43,27.88,27.88,28.1,27.65,27.65,26.39,27.24,27.22,28.1,29.05,27.65,27.88,28.57
30,27.43,27.65,27.88,28.1,27.88,27.65,25.8,27.24,27.43,28.1,28.81,27.22,27.88,28.57
31,27.43,27.65,27.88,28.1,27.88,27.65,25.6,27.24,27.22,28.1,29.05,27.22,27.88,28.34
32,27.43,27.65,27.88,28.1,27.88,27.65,26.8,27.24,27.22,28.1,29.05,27.43,27.65,28.57
33,27.43,27.65,27.88,28.1,27.88,27.65,27.01,27.24,27.22,28.1,29.05,27.43,27.88,28.34
34,27.22,27.65,27.65,28.1,27.88,27.65,27.26,27.24,27.22,28.1,29.05,27.43,27.65,28.57
35,27.22,27.65,27.65,28.1,27.88,27.43,27.22,27.24,27.43,27.88,29.05,27.43,27.65,28.34
36,27.43,27.65,27.43,28.1,27.65,27.43,27.22,27.24,27.43,28.1,29.05,27.43,27.88,28.34
37,27.22,27.43,27.43,28.1,27.65,27.43,27.01,25.8,27.22,28.1,29.05,27.43,27.88,28.57
38,27.43,27.65,27.65,28.1,27.43,27.43,27.22,25.6,27.22,28.1,29.05,27.43,27.65,28.34
39,27.22,27.43,27.65,27.88,27.43,27.43,27.22,27.24,27.22,27.88,29.05,27.43,27.88,28.57
40,27.22,27.43,27.43,27.88,27.43,27.43,27.26,27.24,27.01,27.88,29.05,27.22,27.65,28.57
41,27.22,27.65,27.43,27.88,27.43,27.43,27.26,27.24,27.01,27.88,29.05,27.22,27.88,28.57
42,27.22,27.43,27.65,27.88,27.43,27.43,27.26,27.24,27.22,27.65,29.05,27.43,27.65,28.34
43,27.22,27.43,27.43,27.88,27.43,27.43,27.26,27.24,26.8,28.1,29.05,27.22,27.65,28.34
44,27.22,27.43,27.43,27.88,27.43,27.43,27.26,27.24,27.22,27.65,29.05,27.22,27.88,28.34
45,27.43,27.65,27.65,27.88,27.43,27.43,27.65,27.24,27.01,27.88,29.05,27.22,27.88,28.34
46,27.22,27.43,27.65,27.88,27.43,27.43,27.43,27.88,27.22,27.88,29.05,27.22,27.88,28.57
47,27.43,27.43,27.65,27.88,27.43,27.22,27.22,27.24,27.01,27.88,28.81,27.22,27.65,28.34
48,27.43,27.65,27.65,27.88,27.43,27.22,27.65,27.88,27.22,27.88,29.05,27.22,27.65,28.34
49,27.43,27.65,27.65,27.88,27.43,27.43,27.26,27.24,27.22,27.65,29.05,27.43,27.65,28.34
50,27.43,27.43,27.65,28.1,27.65,27.43,27.26,27.88,27.22,27.88,29.05,27.22,27.88,28.57
51,27.22,27.65,27.88,28.1,27.65,27.43,27.26,28.1,27.22,27.88,29.05,27.22,27.88,28.81
