frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.43,28.1,28.1,28.1,28.34,27.88,28.1,28.1,27.43,28.34,29.05,27.43,28.34,29.3,27.65,27.65,28.31,28.49
1,27.43,28.1,28.1,28.1,28.34,27.88,28.1,28.1,27.43,28.34,29.05,27.22,28.34,29.3,27.43,27.88,28.31,28.49
2,27.43,27.88,28.1,28.1,28.1,27.88,28.34,28.1,27.43,28.34,29.05,27.43,28.1,29.3,27.65,27.88,28.31,28.34
3,27.65,28.1,28.1,28.34,28.1,27.88,28.1,27.88,27.43,28.34,29.05,27.43,28.34,29.3,27.65,27.88,28.31,28.34
4,27.65,28.1,28.1,28.34,27.88,27.88,28.34,27.88,27.43,28.34,29.05,27.22,28.34,29.3,27.65,27.88,28.31,28.49
5,27.65,28.1,28.1,28.34,27.88,27.88,28.34,28.1,27.43,28.34,29.05,27.43,28.34,29.3,27.88,27.88,28.31,28.57
6,27.65,27.88,28.1,28.34,26.59,27.88,28.34,27.88,27.43,28.34,29.05,27.43,28.34,29.3,27.88,27.88,28.31,28.49
7,27.65,27.88,27.88,28.1,27.88,27.88,28.34,27.88,27.65,28.34,29.05,27.43,28.1,29.3,27.88,28.1,28.31,28.49
8,27.65,28.1,27.88,27.22,25.8,28.1,28.57,27.88,27.65,28.1,29.05,27.43,28.1,29.3,27.88,28.1,28.31,28.49
9,27.88,28.1,27.65,26.19,25.42,28.1,28.81,28.1,27.65,28.34,29.05,27.22,28.34,29.3,28.1,28.1,28.31,28.57
10,27.88,28.1,26.58,25.6,26.4,28.1,28.81,28.81,27.65,28.34,29.05,27.22,28.34,29.3,27.88,28.1,28.31,28.49
11,27.65,27.88,26.58,24.87,24.17,28.1,28.81,29.05,27.65,28.34,29.05,27.22,28.34,29.3,27.88,28.1,28.31,28.1
12,27.88,27.88,26.58,23.35,23.04,28.1,29.05,29.3,27.65,28.34,29.05,27.22,28.34,29.3,28.1,28.1,28.31,28.1
13,27.88,28.1,22.89,26.39,22.74,28.1,29.05,29.3,27.65,28.34,29.05,27.43,28.1,29.3,27.88,28.1,28.31,28.49
14,27.88,27.65,23.04,27.02,23.2,27.88,28.57,27.88,27.65,28.34,29.05,27.43,28.1,29.3,27.88,27.88,28.31,28.49
