frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,0,1.0,0.0,0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1.0,0.0,0
1,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,0,1.0,0.0,0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.5,1.0,0,1.0,0.0,0
2,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.6923076923076923,0.6666666666666666,1.0,1.0,0,1.0,0.0,0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.5,1.0,0,1.0,1.0,0
3,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,0,1.0,0.0,0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.9444444444444444,0.5,1.0,0,1.0,1.0,0
4,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,0,1.0,1.0,0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.9444444444444444,0.5,1.0,0,1.0,0.0,0
5,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,0,1.0,1.0,0,1.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0,1.0,0.0,0
6,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.7692307692307693,0.6666666666666666,1.0,1.0,0,1.0,0.0,0,0.0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0,1.0,1.0,0
7,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.7692307692307693,0.75,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,1.0,0.9,0.9444444444444444,0.5,1.0,0,1.0,0.0,0
8,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.8461538461538461,0.7916666666666666,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,1.0,0.9,0.8888888888888888,0.5,0.0,0,1.0,0.0,0
9,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.8461538461538461,0.875,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,1.0,0.8,0.8333333333333334,0.5,1.0,0,1.0,0.0,0
10,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.9230769230769231,0.875,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,1.0,0.7,0.6666666666666666,0.5,1.0,0,1.0,1.0,0
11,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.9230769230769231,0.9583333333333334,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.6,0.5555555555555556,0.5,1.0,0,0.0,0.0,0
12,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.6,0.4444444444444444,0.5,1.0,0,1.0,0.0,0
13,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.5,0.3888888888888889,0.5,0.0,0,1.0,0.0,0
14,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,1.0,0.9583333333333334,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.4,0.2777777777777778,0.5,0.0,0,1.0,0.0,0
15,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.9230769230769231,0.875,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.3,0.16666666666666666,0.5,1.0,0,1.0,0.0,0
16,0.3333333333333333,1.0,0.25,1.0,0.0,1.0,0.7692307692307693,0.7916666666666666,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.2,0.1111111111111111,0.5,0.0,0,0.0,0.0,0
17,0.6666666666666666,1.0,0.25,1.0,0.0,1.0,0.6153846153846154,0.625,1.0,1.0,0,1.0,0.0,0,1.0,0,1.0,1.0,0.0,0.5,0.2,0.05555555555555555,0.5,0.0,0,0.0,0.0,0
18,0.6666666666666666,1.0,0.25,1.0,0.0,1.0,0.5384615384615384,0.3333333333333333,0.0,1.0,0,1.0,1.0,0,1.0,0,1.0,1.0,0.0,0.0,0.2,0.0,0.5,1.0,0,0.0,0.0,0
19,1.0,1.0,0.25,1.0,0.0,1.0,0.23076923076923078,0.125,1.0,1.0,0,1.0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.1,0.0,0.5,1.0,0,0.0,0.0,0
20,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.041666666666666664,1.0,1.0,0,1.0,1.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0.0,0.0,0
21,1.0,1.0,0.5,1.0,0.0,0.0,0.07692307692307693,0.0,1.0,1.0,0,1.0,1.0,0,1.0,0,0.5,0.0,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0,0.0,0.0,0
22,0.6666666666666666,1.0,0.5,1.0,0.0,0.0,0.07692307692307693,0.0,1.0,1.0,0,0.0,1.0,0,1.0,0,0.5,1.0,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0,0.0,0.0,0
23,0.6666666666666666,1.0,0.75,1.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.0,1.0,0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.0,1.0,0,0.0,0.0,0
24,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.0,1.0,0,0.0,0.0,0,1.0,0,0.5,1.0,0.0,0.0,0.2,0.16666666666666666,0.0,1.0,0,0.0,0.0,0
25,0.6666666666666666,1.0,0.75,1.0,0.0,0.0,0.07692307692307693,0.041666666666666664,0.0,1.0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0.0,0.2,0.1111111111111111,0.0,1.0,0,0.0,0.0,0
26,0.6666666666666666,1.0,0.75,1.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.0,1.0,0,0.0,0.0,0,1.0,0,0.5,0.0,0.0,0.0,0.2,0.16666666666666666,0.0,1.0,0,0.0,0.0,0
27,0.6666666666666666,1.0,0.75,1.0,0.0,0.0,0.15384615384615385,0.041666666666666664,0.0,1.0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0.0,0.3,0.16666666666666666,0.0,1.0,0,0.0,0.0,0
28,0.3333333333333333,1.0,0.75,1.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.0,1.0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0.0,0.4,0.2222222222222222,0.0,1.0,0,0.0,0.0,0
29,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.23076923076923078,0.08333333333333333,0.0,1.0,0,0.0,0.0,0,1.0,0,0.5,1.0,0.0,0.0,0.5,0.3333333333333333,0.0,1.0,0,0.0,0.0,0
