frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1.0,1.0
1,0.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.47368421052631576,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
2,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,1.0
3,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
4,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
5,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,1.0
6,0.0,0.0,0.0,0.5,0,1.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
7,0.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.42105263157894735,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9047619047619048,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
8,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.3684210526315789,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.8181818181818182,0.7619047619047619,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1.0,1.0
9,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.3157894736842105,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.7272727272727273,0.6190476190476191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
10,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.2631578947368421,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.6363636363636364,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
11,0.0,0.0,0.0,0.5,0,1.0,0.4444444444444444,0.3157894736842105,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.45454545454545453,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
12,1.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.3157894736842105,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.36363636363636365,0.23809523809523808,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0
13,0.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.2631578947368421,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.18181818181818182,0.09523809523809523,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
14,0.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.3157894736842105,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.18181818181818182,0.09523809523809523,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0
15,0.0,0.0,0.0,0.5,0,1.0,0.5555555555555556,0.3157894736842105,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.09090909090909091,0.047619047619047616,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0
16,0.0,0.0,0.0,0.5,0,0.0,0.6666666666666666,0.3684210526315789,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
17,0.0,0.0,0.0,0.5,0,0.0,0.6666666666666666,0.5263157894736842,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.18181818181818182,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
18,0.0,0.0,0.0,0.5,0,0.0,0.3333333333333333,0.631578947368421,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.9090909090909091,0.047619047619047616,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
19,0.0,0.0,0.0,0.5,0,0.0,0.7777777777777778,0.7368421052631579,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.2727272727272727,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
20,0.0,0.0,0.0,0.5,0,0.0,0.8888888888888888,0.8947368421052632,0.0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.36363636363636365,0.19047619047619047,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
21,0.0,0.0,0.0,0.5,0,0.0,1.0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.5454545454545454,0.38095238095238093,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0
22,0.0,0.0,0.0,0.5,0,1.0,1.0,0.9473684210526315,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.7272727272727273,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0
23,0.0,0.0,0.0,0.5,0,0.0,0.7777777777777778,0.7894736842105263,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.9090909090909091,0.8571428571428571,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,1.0
24,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.5789473684210527,0.0,0,0,1.0,0,0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.0,1.0
25,0.0,0.0,0.0,0.5,0,0.0,0.5555555555555556,0.47368421052631576,0.0,0,0,0.0,0,0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
26,0.0,0.0,0.0,0.5,0,0.0,0.3333333333333333,0.21052631578947367,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,1.0
27,0.0,0.0,0.0,0.5,0,0.0,0.3333333333333333,0.15789473684210525,1.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.9090909090909091,0.8095238095238095,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0.0,0.0
28,0.0,0.0,0.0,0.5,0,0.0,0.2222222222222222,0.05263157894736842,0.0,0,0,0.0,0,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9090909090909091,1.0,0.0,0.8181818181818182,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1.0
29,1.0,1.0,1.0,1.0,0,0.0,0.1111111111111111,0.05263157894736842,1.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.8181818181818182,1.0,0.0,0.5454545454545454,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
30,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36363636363636365,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
31,1.0,0.0,1.0,0.5,0,0.0,0.0,0.05263157894736842,0.0,0,0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.18181818181818182,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
32,1.0,0.0,1.0,0.5,0,0.0,0.2222222222222222,0.15789473684210525,1.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.09523809523809523,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0
33,1.0,0.0,0.0,0.5,0,0.0,0.3333333333333333,0.2631578947368421,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0
34,1.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.3684210526315789,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0.0,1.0
35,1.0,0.0,0.0,0.5,0,0.0,0.4444444444444444,0.3684210526315789,1.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,0.0
36,1.0,0.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
37,1.0,1.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0
38,1.0,1.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0
39,1.0,1.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0
40,1.0,1.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0
41,1.0,0.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,0.0,0,0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.09090909090909091,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
42,1.0,1.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.18181818181818182,0.047619047619047616,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0
43,1.0,1.0,0.0,0.5,0,1.0,0.5555555555555556,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,0.0,0.0,0.18181818181818182,0.09523809523809523,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,1.0
44,0.0,0.0,0.0,0.5,0,0.0,0.6666666666666666,0.42105263157894735,0.0,0,0,1.0,0,0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.9090909090909091,1.0,0.0,0.36363636363636365,0.19047619047619047,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0.0,1.0
