frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,0.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0.5,1.0,0
1,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0.5,1.0,0
2,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0.5,1.0,0
3,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0.5,1.0,0
4,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0.5,1.0,0
5,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0.5,0.0,0
6,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,0.9375,0.5,1.0,0,0.5,1.0,0
7,1.0,0,0.0,0.0,0,1.0,0.0,0.23076923076923078,1.0,1.0,0,1.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,0.9375,0.5,1.0,0,0.5,1.0,0
8,1.0,0,0.0,0.0,0,1.0,0.25,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,1.0,0.875,0.5,1.0,0,0.5,1.0,0
9,1.0,0,0.0,0.0,0,1.0,0.25,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,1.0,0.8571428571428571,0.875,1.0,1.0,0,1.0,1.0,0
10,1.0,0,0.0,0.0,0,1.0,0.25,0.15384615384615385,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.8571428571428571,0.75,0.5,1.0,0,0.5,0.0,0
11,1.0,0,0.0,0.0,0,1.0,0.25,0.15384615384615385,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.7142857142857143,0.625,0.5,1.0,0,0.5,0.0,0
12,1.0,0,1.0,1.0,0,1.0,0.25,0.07692307692307693,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.5714285714285714,0.5,0.5,1.0,0,0.5,0.0,0
13,1.0,0,0.0,0.0,0,1.0,0.25,0.07692307692307693,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.5714285714285714,0.4375,0.0,0.0,0,0.0,0.0,0
14,1.0,0,1.0,0.0,0,1.0,0.25,0.07692307692307693,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.42857142857142855,0.3125,0.5,0.0,0,0.5,0.0,0
15,1.0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,1.0,0,1.0,0,0,1.0,0,0,1.0,0.0,0.0,0.2857142857142857,0.1875,0.5,0.0,0,0.5,0.0,0
16,1.0,0,1.0,0.0,0,1.0,0.0,0.07692307692307693,1.0,1.0,0,0.0,0,0,1.0,0,0,0.0,0.0,0.0,0.14285714285714285,0.125,0.5,1.0,0,0.5,1.0,0
17,1.0,0,0.0,0.0,0,0.0,0.25,0.15384615384615385,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.14285714285714285,0.0625,0.5,1.0,0,0.5,0.0,0
18,1.0,0,0.0,0.0,0,0.0,0.25,0.23076923076923078,1.0,1.0,0,0.0,0,0,0.0,0,0,1.0,1.0,0.0,0.14285714285714285,0.0625,0.5,1.0,0,0.5,1.0,0
19,1.0,0,0.0,0.0,0,0.0,0.25,0.38461538461538464,1.0,1.0,0,0.0,0,0,0.0,0,0,0.0,1.0,0.0,0.14285714285714285,0.0625,0.5,1.0,0,0.5,1.0,0
