frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,0.25,0.3333333333333333,0.125,0.1875,0.23809523809523808,0.8,0.7692307692307693,0.75,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
1,0.25,0.3333333333333333,0.125,0.1875,0.23809523809523808,0.6,0.7692307692307693,0.75,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
2,0.25,0.3333333333333333,0.125,0.1875,0.23809523809523808,0.6,0.6923076923076923,0.7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
3,0.25,0.0,0.125,0.1875,0.23809523809523808,0.6,0.6923076923076923,0.7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
4,0.25,0.0,0.125,0.1875,0.23809523809523808,0.6,0.6923076923076923,0.7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
5,0.25,0.0,0.125,0.1875,0.23809523809523808,0.6,0.6923076923076923,0.7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.25,0.0,0.125,0.1875,0.23809523809523808,0.6,0.6923076923076923,0.7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,0.9090909090909091,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
7,0.25,0.0,0.125,0.1875,0.2857142857142857,0.6,0.6923076923076923,0.7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.9090909090909091,1.0,1.0,0.9090909090909091,0.9411764705882353,0.6666666666666666,1.0,0.8,1.0,1.0,0.8
8,0.25,0.0,0.125,0.1875,0.3333333333333333,0.6,0.6923076923076923,0.65,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.5,0.6666666666666666,0.9090909090909091,0.9411764705882353,1.0,1.0,0.9411764705882353,0.6666666666666666,1.0,0.8,1.0,0.6666666666666666,0.6
9,0.25,0.3333333333333333,0.125,0.1875,0.38095238095238093,0.6,0.6923076923076923,0.65,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.9090909090909091,0.8823529411764706,1.0,0.9090909090909091,0.8823529411764706,1.0,1.0,0.8,1.0,0.6666666666666666,0.4
10,0.5,0.3333333333333333,0.125,0.25,0.47619047619047616,0.6,0.6923076923076923,0.65,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.5,0.6666666666666666,0.8181818181818182,0.8235294117647058,1.0,0.9090909090909091,0.8235294117647058,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
11,0.5,0.3333333333333333,0.25,0.3125,0.5714285714285714,0.6,0.6923076923076923,0.65,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.8181818181818182,0.7647058823529411,1.0,0.9090909090909091,0.7647058823529411,0.3333333333333333,1.0,0.8,1.0,0.3333333333333333,0.2
12,0.5,0.6666666666666666,0.25,0.4375,0.6190476190476191,0.8,0.6923076923076923,0.75,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.8181818181818182,0.7647058823529411,1.0,0.9090909090909091,0.7058823529411765,0.3333333333333333,1.0,0.8,0.5,0.3333333333333333,0.2
13,0.75,0.6666666666666666,0.375,0.5,0.7142857142857143,0.8,0.7692307692307693,0.8,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.8181818181818182,0.7647058823529411,1.0,0.9090909090909091,0.7647058823529411,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
14,0.75,0.6666666666666666,0.5,0.625,0.7619047619047619,0.8,0.7692307692307693,0.85,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.7272727272727273,0.7647058823529411,1.0,0.8181818181818182,0.7647058823529411,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
15,0.75,0.6666666666666666,0.625,0.75,0.8095238095238095,0.6,0.7692307692307693,0.85,0.5,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.7272727272727273,0.7647058823529411,1.0,0.8181818181818182,0.7647058823529411,0.3333333333333333,1.0,0.8,0.5,0.3333333333333333,0.2
16,1.0,0.6666666666666666,0.875,0.875,0.9047619047619048,0.2,0.5384615384615384,0.8,0.6666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.7272727272727273,0.6470588235294118,0.6666666666666666,0.8181818181818182,0.6470588235294118,0.3333333333333333,0.5,0.8,1.0,0.3333333333333333,0.2
17,1.0,1.0,0.875,0.9375,0.9523809523809523,0.2,0.6153846153846154,0.85,0.8333333333333334,0.5,0.16666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.5454545454545454,0.5294117647058824,0.6666666666666666,0.6363636363636364,0.5294117647058824,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
18,1.0,1.0,1.0,0.9375,0.9047619047619048,0.2,0.6153846153846154,0.75,0.8333333333333334,0.5,0.16666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.36363636363636365,0.35294117647058826,0.6666666666666666,0.6363636363636364,0.35294117647058826,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
19,1.0,1.0,1.0,1.0,0.9047619047619048,0.0,0.46153846153846156,0.65,0.8333333333333334,0.5,0.16666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.18181818181818182,0.17647058823529413,0.3333333333333333,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.2
20,1.0,1.0,1.0,0.9375,0.8095238095238095,0.2,0.46153846153846156,0.65,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.09090909090909091,0.058823529411764705,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2
21,1.0,1.0,1.0,0.9375,0.7619047619047619,0.2,0.46153846153846156,0.75,0.8333333333333334,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2
22,1.0,1.0,1.0,0.875,0.7619047619047619,0.2,0.46153846153846156,0.75,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.2
23,1.0,1.0,1.0,0.875,0.7619047619047619,0.2,0.46153846153846156,0.75,0.8333333333333334,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.6,0.5,0.0,0.2
24,1.0,1.0,1.0,0.875,0.8095238095238095,0.2,0.46153846153846156,0.65,0.8333333333333334,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.0,0.3333333333333333,0.0,0.058823529411764705,0.3333333333333333,0.0,0.17647058823529413,0.0,0.0,0.6,0.0,0.0,0.2
25,1.0,1.0,1.0,0.875,0.8095238095238095,0.2,0.8461538461538461,0.85,0.6666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.18181818181818182,0.058823529411764705,0.3333333333333333,0.36363636363636365,0.058823529411764705,0.0,0.5,0.6,0.5,0.0,0.2
26,1.0,1.0,1.0,0.9375,0.8571428571428571,0.0,0.9230769230769231,0.9,0.6666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5,0.5,0.3333333333333333,0.2727272727272727,0.11764705882352941,0.6666666666666666,0.36363636363636365,0.11764705882352941,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
27,0.75,1.0,0.75,0.9375,1.0,0.4,1.0,1.0,0.5,0.5,0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334,0.5,0.5,0.3333333333333333,0.2727272727272727,0.23529411764705882,0.6666666666666666,0.5454545454545454,0.29411764705882354,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
28,0.75,0.6666666666666666,0.5,0.9375,0.9523809523809523,0.8,0.9230769230769231,1.0,0.5,0.5,0.16666666666666666,1.0,1.0,0.8333333333333334,0.5,0.5,0.3333333333333333,0.5454545454545454,0.47058823529411764,1.0,0.6363636363636364,0.47058823529411764,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
29,0.75,1.0,0.5,0.5625,0.6666666666666666,1.0,0.7692307692307693,0.75,0.5,0.5,0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,0.3333333333333333,0.5454545454545454,0.5882352941176471,1.0,0.9090909090909091,0.7058823529411765,0.3333333333333333,0.5,0.8,0.5,0.3333333333333333,0.2
30,0.75,1.0,0.5,0.1875,0.23809523809523808,0.8,0.46153846153846156,0.3,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334,0.5,0.5,0.3333333333333333,0.5454545454545454,0.5294117647058824,0.6666666666666666,0.6363636363636364,0.47058823529411764,0.3333333333333333,1.0,0.8,0.5,0.3333333333333333,0.2
31,0.75,0.6666666666666666,1.0,0.375,0.3333333333333333,0.0,0.07692307692307693,0.15,1.0,1.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.36363636363636365,0.29411764705882354,0.6666666666666666,0.45454545454545453,0.29411764705882354,0.3333333333333333,0.0,0.0,0.5,1.0,0.8
32,0.75,0.6666666666666666,0.75,0.3125,0.19047619047619047,0.4,0.15384615384615385,0.1,1.0,1.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,0.36363636363636365,0.23529411764705882,0.6666666666666666,0.36363636363636365,0.17647058823529413,0.3333333333333333,0.0,0.0,0.5,1.0,0.8
