frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,1.0,1.0,0,0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
1,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,1.0,1.0,0,0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
2,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,1.0,1.0,0,0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
3,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,1.0,1.0,0,0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
4,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,1.0,1.0,0,0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
5,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,0.0,1.0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
6,1.0,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.75,0,0,0,1.0,0.0,0,0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
7,1.0,0,0.0,0.3333333333333333,0.2222222222222222,1.0,0.6666666666666666,0.75,0,0,0,0.0,1.0,0,0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
8,1.0,0,0.0,0.3333333333333333,0.2222222222222222,1.0,0.6666666666666666,0.875,0,0,0,1.0,1.0,0,0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
9,1.0,0,0.0,0.3333333333333333,0.1111111111111111,1.0,0.6666666666666666,1.0,0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0,1.0,1.0,0.8,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
10,1.0,0,0.0,0.16666666666666666,0.1111111111111111,1.0,1.0,1.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,1.0,1.0,0.8,0.6666666666666666,1.0,0.6666666666666666,0.75,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
11,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.0,1.0,0,0,0.0,1.0,0.0,0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
12,1.0,0,0.0,0.16666666666666666,0.1111111111111111,0.0,1.0,1.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,1.0,1.0,0.8,0.3333333333333333,1.0,0.3333333333333333,0.5833333333333334,0.0,1.0,0,1.0,0.0,0,0,0,1.0,1.0
13,1.0,0,0.0,0.16666666666666666,0.4444444444444444,0.0,1.0,0.75,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,1.0,0.0,0.6,0.08333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0,0.0,0.0,0,0,0,1.0,1.0
14,1.0,0,0.0,0.3333333333333333,0.5555555555555556,0.0,0.6666666666666666,0.625,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.6,0.0,0.0,0.3333333333333333,0.25,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
15,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.375,0,0,0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.6,0.0,0.0,0.3333333333333333,0.08333333333333333,0.0,1.0,0,0.0,1.0,0,0,0,0.0,1.0
16,1.0,0,0.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.125,0,0,0,0.0,0.0,0,0,1.0,1.0,1.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0,0,1.0,1.0
17,1.0,0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
18,1.0,0,1.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,1.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0,0,0,0.0,1.0
19,1.0,0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,1.0,0,0.0,1.0,0,0,0,0.0,1.0
20,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
21,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.6,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
22,1.0,0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.6,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
23,1.0,0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.125,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.16666666666666666,0.0,0.3333333333333333,0.08333333333333333,0.0,1.0,0,0.0,0.0,0,0,0,1.0,1.0
24,1.0,0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.6,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
25,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,0.0,1.0
26,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
27,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
28,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
29,1.0,0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,0.0,0,0,0,1.0,1.0
30,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
31,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
32,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
33,1.0,0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
34,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
35,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
36,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
37,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,0.0,0,0,0,1.0,1.0
38,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
39,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
40,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
41,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
42,1.0,0,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.6,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
43,0.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0,0.0,1.0,0,0,0,1.0,1.0
44,1.0,0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.4,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0,0.0,0.0,0,0,0,1.0,1.0
45,1.0,0,0.0,0.5,1.0,0.0,0.3333333333333333,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.6,0.25,0.0,0.3333333333333333,0.16666666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
46,1.0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.125,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,1.0,1.0,0.8,0.25,0.0,0.3333333333333333,0.25,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
47,1.0,0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,0.8,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
48,1.0,0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.625,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,0.8,0.75,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
49,1.0,0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,0.8,0.9166666666666666,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
50,1.0,0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
51,1.0,0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
52,1.0,0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.6666666666666666,0.75,0,0,0,1.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
53,0.0,0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.6666666666666666,0.75,0,0,0,0.0,1.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
54,0.0,0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
55,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
56,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
57,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
58,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
59,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,1.0
60,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,0.0,0.0,0,0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
61,0.0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.75,0,0,0,1.0,0.0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.9166666666666666,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0.0
