frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.4,0.4,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.16666666666666666,0.0,0.2,0.5,0.0,0.0,0.0,0.0
1,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.4,0.4,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.4,0.4,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.16666666666666666,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.0
3,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.4,0.4,0.5,0.1,0.0,0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
4,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.6,0.4,0.5,0.1,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.6,0.4,0.5,0.1,0.0,0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
6,0.5,0.6666666666666666,0.6666666666666666,1.0,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,1.0,0.5,0.6666666666666666,0.5,0.5,0.4,0.6,0.6,0.5,0.2,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.16666666666666666,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
7,0.5,0.6666666666666666,0.6666666666666666,1.0,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,1.0,0.5,0.6666666666666666,1.0,0.5,0.6,0.6,0.6,0.5,0.2,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
8,0.5,0.6666666666666666,1.0,1.0,0.11428571428571428,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6,0.6,0.6,0.5,0.2,0.0,0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
9,0.6666666666666666,1.0,1.0,1.0,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6,0.6,0.6,0.5,0.2,0.0,0.0,0.0,0.09090909090909091,0.0,0.25,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
10,0.6666666666666666,1.0,1.0,1.0,0.11428571428571428,1.0,0.6666666666666666,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.6,0.6,0.6,0.5,0.2,0.0,0.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
11,0.6666666666666666,1.0,1.0,1.0,0.11428571428571428,1.0,1.0,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.6,0.8,0.6,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.2,0.0,0.0,0.2,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
12,0.6666666666666666,1.0,1.0,1.0,0.11428571428571428,1.0,1.0,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.8,0.8,0.8,0.75,0.2,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.4444444444444444,0.0,0.2,0.16666666666666666,0.0,0.2,0.5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
13,0.6666666666666666,1.0,1.0,1.0,0.11428571428571428,1.0,1.0,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.8,0.8,0.8,0.75,0.2,0.0,0.0,0.0,0.09090909090909091,0.125,0.3333333333333333,0.4444444444444444,0.0,0.2,0.16666666666666666,0.0,0.2,0.5,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222
14,0.6666666666666666,1.0,1.0,1.0,0.11428571428571428,1.0,1.0,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.8,0.8,0.8,0.75,0.2,0.0,0.0,0.0,0.09090909090909091,0.125,0.3333333333333333,0.4444444444444444,0.0,0.2,0.3333333333333333,0.0,0.2,0.5,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
15,0.6666666666666666,1.0,1.0,1.0,0.08571428571428572,1.0,1.0,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.8,0.8,0.8,0.75,0.2,0.0,0.0,0.0,0.09090909090909091,0.125,0.3333333333333333,0.4444444444444444,0.0,0.2,0.5,0.0,0.2,0.5,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111
16,0.8333333333333334,1.0,1.0,1.0,0.08571428571428572,1.0,0.6666666666666666,0.17857142857142858,1.0,1.0,0.5,1.0,1.0,0.5,0.8,0.8,0.8,0.75,0.2,0.0,0.0,0.14285714285714285,0.09090909090909091,0.125,0.3333333333333333,0.4444444444444444,0.0,0.4,0.5,0.0,0.2,0.5,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222
